num_demande;heure_depart;coord_origin_x coord_origin_y;coord_dest_x coord_dest_y
12283;07:10:33;844288.9585 6514512.87;844723.7888 6517046.466
12284;07:10:33;843653.2412 6511679.292;841353.4803 6517800.11
12285;07:10:33;848686.5822 6519991.76;847805.4138 6517098.289
12286;07:10:33;843231.2186 6523050.675;842047.4217 6518563.703
12287;07:10:33;838297.0179 6519808.649;841441.7387 6518407.943
12288;07:10:33;843186.3918 6517941.457;840757.0095 6514681.71
12289;07:10:33;840431.8723 6521227.081;840505.5981 6519743.425
12291;07:10:34;847405.1424 6522371.882;842481.4517 6519797.874
12292;07:10:34;841187.8227 6514685.808;842612.9521 6512391.827
12293;07:10:35;840764.1547 6514606.161;839653.6692 6515120.833
12294;07:10:35;844088.7035 6522701.307;845818.937 6520397.259
12295;07:10:35;848412.0348 6518596.906;841202.4584 6520475.889
12296;07:10:35;842727.269 6520326.778;848626.1678 6519918.092
12297;07:10:36;838394.8643 6519750.834;841302.2772 6522913.563
12298;07:10:36;838488.018 6515283.056;840026.2155 6518298.426
12299;07:10:36;843650.5539 6520737.111;844531.2521 6522842.237
12300;07:10:36;846059.9562 6520466.794;848221.4362 6518229.834
12301;07:10:36;842356.9857 6519118.931;848030.8359 6516071.329
12302;07:10:36;844716.0551 6522286.247;845545.3562 6521944.557
12303;07:10:36;847558.9176 6517140.456;844937.9109 6516817.32
12304;07:10:36;840949.1787 6515559.209;838645.9528 6521048.512
12305;07:10:36;838488.018 6515283.056;843548.4389 6515841.59
12306;07:10:36;838494.7422 6521231.894;842117.616 6521860.73
12307;07:10:36;842333.7147 6521914.677;841999.2133 6513989.394
12308;07:10:36;843518.7893 6514119.881;842612.9521 6512391.827
12309;07:10:37;848094.1605 6520634.2;848058.5022 6516827.363
12310;07:10:37;842433.5571 6520269.09;838645.9528 6521048.512
12311;07:10:37;838297.0179 6519808.649;839394.2446 6518564.293
12312;07:10:37;845094.4694 6515162.563;845043.9423 6517022.721
12313;07:10:38;845062.7672 6516817.963;846121.8366 6514578.699
12314;07:10:38;837778.1675 6517457.208;837603.1631 6518446.139
12315;07:10:38;841436.7081 6516579.346;843614.0549 6511823.084
12316;07:10:39;848064.32 6516844.165;844271.8425 6514581.23
12317;07:10:39;843231.2186 6523050.675;841538.2856 6521486.682
12318;07:10:39;838297.0179 6519808.649;841396.9287 6519013.507
12319;07:10:39;846356.8279 6522839.287;845557.9724 6517497.997
12320;07:10:39;838394.8643 6519750.834;841824.3434 6517684.34
12321;07:10:39;847938.312 6516101.313;839124.9168 6518533.053
12322;07:10:39;843653.2412 6511679.292;842612.9521 6512391.827
12323;07:10:40;840983.1441 6521942.126;843745.183 6519717.38
12324;07:10:40;842394.2135 6516721.133;844197.9478 6519479.962
12325;07:10:40;842410.7936 6521076.481;840421.4523 6521958.652
12326;07:10:40;844459.2821 6517567.545;842674.215 6518338.741
12327;07:10:40;845609.7588 6515287.286;848410.0004 6518585.079
12328;07:10:41;842271.7997 6519417.557;843281.6575 6521359.585
12329;07:10:41;845840.402 6519166.978;848105.1981 6520629.491
12330;07:10:41;845570.5092 6516748.076;848105.1981 6520629.491
12331;07:10:41;847790.2523 6516693.153;844703.5598 6519852.65
12332;07:10:41;847405.1424 6522371.882;842940.4468 6518851.032
12333;07:10:42;844288.9585 6514512.87;848030.8359 6516071.329
12334;07:10:42;838394.8643 6519750.834;848030.8359 6516071.329
12335;07:10:42;843231.2186 6523050.675;842364.7297 6520137.294
12336;07:10:42;844531.5045 6516502.263;844670.6704 6514953.727
12337;07:10:42;840764.1547 6514606.161;841384.3977 6516604.631
12338;07:10:42;840764.1547 6514606.161;843333.3466 6518061.014
12339;07:10:43;841466.1804 6518039.307;844546.7907 6522808.183
12341;07:10:43;842342.0142 6518233.954;839635.9357 6519232.696
12342;07:10:43;842540.3573 6519337.147;848626.1678 6519918.092
12343;07:10:43;844494.1341 6518965.367;844468.5342 6520530.823
12344;07:10:43;842555.8165 6520077.304;848254.8977 6518580.899
12345;07:10:44;847405.1424 6522371.882;848626.1678 6519918.092
12346;07:10:44;843841.3761 6520327.768;843641.9723 6518499.757
12347;07:10:44;843653.2412 6511679.292;842612.9521 6512391.827
12348;07:10:44;838297.0179 6519808.649;842261.0719 6518874.124
12349;07:10:45;841692.6772 6517757.27;838560.0533 6520256.856
12350;07:10:45;842064.3496 6523370.886;839618.7177 6521510.449
12351;07:10:45;842672.7197 6518649.719;841848.508 6516107.777
12352;07:10:45;838493.8211 6520191.898;840459.1737 6521305.728
12353;07:10:45;839536.6978 6516775.483;843457.6417 6518580.954
12354;07:10:46;841409.6554 6521256.6;842039.6223 6520244.172
12355;07:10:46;838297.0179 6519808.649;841620.2481 6519247.438
12356;07:10:46;840764.1547 6514606.161;842271.0729 6515992.92
12357;07:10:46;838494.7422 6521231.894;844680.0085 6518056.463
12358;07:10:46;841491.6466 6522598.631;843114.5437 6517974.055
12359;07:10:46;846149.3513 6514582.18;848030.8359 6516071.329
12360;07:10:46;845637.9859 6521502.67;848410.0004 6518585.079
12361;07:10:46;842035.5062 6517084.217;842524.982 6516951.884
12362;07:10:47;846990.9572 6519177.768;848030.8359 6516071.329
12363;07:10:47;846612.7726 6520783.861;845963.5133 6517715.729
12364;07:10:47;839737.0651 6521646.551;848410.0004 6518585.079
12365;07:10:47;845965.9025 6517361.987;840757.0095 6514681.71
12366;07:10:48;848064.32 6516844.165;844546.7907 6522808.183
12367;07:10:48;846122.695 6520284.694;846160.0066 6521408.182
12369;07:10:48;838488.018 6515283.056;839462.717 6515135.377
12370;07:10:48;840764.1547 6514606.161;841081.1645 6519193.869
12371;07:10:48;842875.0218 6520014.498;841937.7584 6520782.776
12372;07:10:49;838394.8643 6519750.834;838645.9528 6521048.512
12373;07:10:49;845089.9319 6519862.334;842164.9662 6520337.05
12374;07:10:49;842132.8035 6522010.131;843816.3039 6520320.199
12375;07:10:49;847983.8503 6518665.101;842004.8781 6519113.91
12376;07:10:49;843231.2186 6523050.675;841887.3811 6522086.806
12377;07:10:49;843231.2186 6523050.675;840063.4803 6520310.931
12378;07:10:49;844288.9585 6514512.87;844990.4988 6520450.939
12379;07:10:50;838881.1559 6519860.412;845893.9201 6518377.494
12380;07:10:50;847286.3764 6520637.815;845169.6614 6521092.785
12381;07:10:51;846191.4783 6517256.939;845022.2991 6517690.195
12382;07:10:51;839721.4639 6516440.568;839098.0895 6518309.054
12383;07:10:51;848064.32 6516844.165;842532.9397 6518709.714
12384;07:10:51;839374.8163 6520819.543;841423.6537 6516533.871
12385;07:10:51;843653.2412 6511679.292;846345.2272 6517137.301
12386;07:10:51;841870.6184 6516657.913;842109.732 6519249.991
12387;07:10:51;838494.7422 6521231.894;838425.764 6519833.21
12388;07:10:51;839475.9229 6519842.873;848030.8359 6516071.329
12389;07:10:52;845389.3001 6523281.057;845830.94 6522033.378
12390;07:10:52;838297.0179 6519808.649;839142.8403 6518577.555
12391;07:10:52;848412.0348 6518596.906;844990.3076 6518385.923
12392;07:10:52;838494.7422 6521231.894;841350.5649 6520362.391
12393;07:10:53;846883.2471 6517948.315;844455.3752 6515009.754
12394;07:10:53;848094.1605 6520634.2;844266.0467 6520447.191
12395;07:10:54;845866.2641 6517148.467;845109.0063 6520633.693
12396;07:10:54;840764.1547 6514606.161;844950.4585 6516022.269
12397;07:10:54;848094.1605 6520634.2;844543.9976 6522078.856
12398;07:10:54;840013.6671 6519491.049;838425.764 6519833.21
12399;07:10:54;846221.9656 6520091.838;844531.2521 6522842.237
12400;07:10:54;842150.8409 6522321.732;838645.9528 6521048.512
12401;07:10:55;845169.2011 6519436.544;846378.8777 6515758.458
12402;07:10:55;846824.2491 6515158.136;842522.8397 6519142.788
12403;07:10:56;847405.1424 6522371.882;846416.4973 6522623.14
12404;07:10:56;839458.1306 6517231.086;844018.2536 6520300.667
12405;07:10:56;842564.323 6519245.089;843502.225 6522305.774
12406;07:10:56;848686.5822 6519991.76;845387.077 6521332.317
12407;07:10:57;844288.9585 6514512.87;844945.156 6515233.341
12408;07:10:57;843793.0556 6520546.51;845039.4209 6521692.632
12409;07:10:57;844950.4585 6516022.269;848626.1678 6519918.092
12410;07:10:57;840764.1547 6514606.161;841148.4128 6517755.401
12411;07:10:57;847405.1424 6522371.882;841708.0655 6522144.866
12412;07:10:58;845814.3299 6516532.598;848058.5022 6516827.363
12413;07:10:58;847966.4806 6517062.862;844524.062 6518899.231
12414;07:10:58;845749.4137 6516403.11;848410.0004 6518585.079
12415;07:10:58;843058.0921 6518107.309;840707.3833 6521487.561
12416;07:10:58;844288.9585 6514512.87;839293.5322 6518647.205
12417;07:10:58;842998.2193 6518969.518;844239.3707 6522405.016
12418;07:10:59;848064.32 6516844.165;841739.1304 6519145.802
12419;07:10:59;842873.2761 6515818.138;846104.8228 6517687.351
12420;07:10:59;843654.8788 6517729.131;842930.7091 6518519.094
12421;07:10:59;846824.2491 6515158.136;848105.1981 6520629.491
12422;07:10:59;847405.1424 6522371.882;846813.3887 6515156.766
12423;07:11:00;842031.7324 6519443.098;844483.5169 6517556.778
12424;07:11:00;848064.32 6516844.165;841698.7848 6521974.698
12425;07:11:00;839755.8564 6518319.06;838425.764 6519833.21
12426;07:11:00;840472.6126 6518854.964;842567.4865 6519045.105
12427;07:11:00;842533.489 6521693.794;843338.6215 6522713.258
12428;07:11:00;843653.2412 6511679.292;848030.8359 6516071.329
12429;07:11:00;838394.8643 6519750.834;842013.1879 6517724.252
12430;07:11:00;847545.4809 6520078.629;848626.1678 6519918.092
12431;07:11:00;842659.5154 6520666.221;844188.2845 6519455.626
12432;07:11:01;842973.2769 6517181.912;844000.6607 6519178.133
12433;07:11:01;841839.1402 6513935.518;843518.0367 6514113.928
12434;07:11:01;838394.8643 6519750.834;841588.3231 6517969.922
12435;07:11:01;846824.2491 6515158.136;841258.9266 6515588.544
12436;07:11:01;847405.1424 6522371.882;843571.3249 6520834.118
12437;07:11:01;840057.6136 6516717.697;846121.0443 6520313.558
12438;07:11:01;843231.2186 6523050.675;842338.385 6520300.686
12439;07:11:01;843111.8668 6519862.964;843585.5205 6522068.65
12441;07:11:01;848686.5822 6519991.76;847215.8031 6522250.153
12442;07:11:01;839892.1087 6518200.008;838961.5986 6518798.369
12443;07:11:02;841680.7444 6522087.499;841002.8612 6522564.047
12444;07:11:02;843116.3061 6522206.097;843898.4292 6519167.026
12445;07:11:02;838394.8643 6519750.834;845004.7759 6522247.468
12446;07:11:02;843645.4283 6518764.188;844341.9731 6518607.244
12447;07:11:03;843231.2186 6523050.675;842012.6578 6521676.154
12448;07:11:03;838488.018 6515283.056;837603.1631 6518446.139
12449;07:11:03;848094.1605 6520634.2;846813.3887 6515156.766
12450;07:11:03;840238.2177 6518848.046;837603.1631 6518446.139
12451;07:11:04;848064.32 6516844.165;845701.7672 6518191.058
12452;07:11:04;843653.2412 6511679.292;842612.9521 6512391.827
12453;07:11:04;843827.2819 6520239.976;843115.3675 6519252.779
12454;07:11:04;838494.7422 6521231.894;843194.6998 6519489.812
12455;07:11:04;844288.9585 6514512.87;845313.3592 6515382.128
12456;07:11:04;843653.2412 6511679.292;841209.2822 6516104.473
12457;07:11:05;838394.8643 6519750.834;842295.2787 6519310.353
12458;07:11:05;838453.603 6515651.704;841453.4332 6521896.833
12459;07:11:05;848064.32 6516844.165;848105.1981 6520629.491
12460;07:11:05;848094.1605 6520634.2;844011.5685 6519233.772
12461;07:11:05;838073.5165 6516556.352;838476.2564 6515285.436
12462;07:11:05;845241.1766 6518300.767;843399.1719 6519286.064
12463;07:11:06;841776.7799 6520785.719;848626.1678 6519918.092
12464;07:11:06;846149.3513 6514582.18;845673.5719 6515055.194
12465;07:11:06;839156.4046 6520304.731;842067.1519 6518339.851
12466;07:11:07;843231.2186 6523050.675;842492.2051 6523116.104
12467;07:11:07;844765.1607 6519208.854;848058.5022 6516827.363
12468;07:11:07;843410.1347 6519795.473;844533.9888 6521382.139
12469;07:11:08;838394.8643 6519750.834;841676.9624 6523298.06
12470;07:11:08;838394.8643 6519750.834;838645.9528 6521048.512
12471;07:11:08;844288.9585 6514512.87;844851.6859 6515064.633
12472;07:11:08;848686.5822 6519991.76;842363.7388 6520377.969
12473;07:11:09;847405.1424 6522371.882;842324.2484 6520340.743
12474;07:11:09;840764.1547 6514606.161;846484.5179 6520750.805
12475;07:11:09;838494.7422 6521231.894;845363.1455 6515235.378
12476;07:11:10;844176.6574 6520512.849;845715.334 6517332.885
12477;07:11:10;844670.856 6520685.327;843307.1944 6518215.152
12478;07:11:10;848067.6385 6518182.132;846498.5222 6515358.988
12479;07:11:10;843314.3169 6515859.448;845148.3367 6518916.101
12480;07:11:11;846452.4846 6522808.396;844706.2729 6520101.983
12481;07:11:11;848094.1605 6520634.2;846115.3809 6517667.938
12482;07:11:11;843377.9264 6518564.651;839892.5684 6518703.041
12483;07:11:11;843653.2412 6511679.292;844905.4484 6516871.788
12484;07:11:12;838394.8643 6519750.834;838645.9528 6521048.512
12485;07:11:12;838297.0179 6519808.649;841666.6073 6517711.067
12486;07:11:12;845793.6198 6516585.758;848030.8359 6516071.329
12487;07:11:12;846001.562 6519321.882;844806.4503 6515071.674
12488;07:11:12;842064.3496 6523370.886;838560.0533 6520256.856
12489;07:11:12;842208.5805 6517582.149;841220.8223 6516045.633
12490;07:11:13;848094.1605 6520634.2;846573.5349 6520604.08
12491;07:11:13;838297.0179 6519808.649;841933.8067 6518499.98
12492;07:11:13;842359.1215 6521517.896;845144.7707 6521027.769
12494;07:11:13;846253.0188 6517155.098;848030.8359 6516071.329
12495;07:11:13;838394.8643 6519750.834;842617.4012 6516120.923
12496;07:11:13;845328.5998 6519963.13;847783.0639 6518639.156
12497;07:11:13;844807.2962 6518048.458;844836.8047 6520012.979
12498;07:11:13;841982.9272 6523274.786;839300.6367 6520902.672
12499;07:11:13;840764.1547 6514606.161;841460.5295 6514455.371
12500;07:11:13;842770.8619 6520858.759;844515.99 6521268.065
12501;07:11:14;848686.5822 6519991.76;845605.5719 6520630.789
12502;07:11:14;843750.7392 6520110.738;841547.9198 6514256.678
12503;07:11:14;845052.6028 6521112.233;843888.9054 6522572.205
12504;07:11:14;847366.1967 6520715.521;845844.7601 6519212.626
12505;07:11:14;840740.897 6514716.541;841616.42 6513801.624
12506;07:11:14;848094.1605 6520634.2;847474.0114 6518541.847
12507;07:11:14;841392.5316 6517050.105;838645.9528 6521048.512
12508;07:11:15;847405.1424 6522371.882;848410.0004 6518585.079
12509;07:11:15;844906.0323 6520571.133;848626.1678 6519918.092
12511;07:11:15;845413.094 6523209.4;844918.7929 6518417.558
12512;07:11:15;846824.2491 6515158.136;844272.5762 6519871.942
12513;07:11:15;837957.7499 6518532.365;842902.4844 6517096.252
12514;07:11:15;841012.2766 6517257.871;844553.8452 6515454.177
12515;07:11:15;839989.5135 6518168.736;838155.3968 6517142.463
12516;07:11:15;838062.1621 6517698.535;838106.3093 6516738.694
12517;07:11:16;843231.2186 6523050.675;840958.3012 6515026.233
12518;07:11:16;843278.9516 6519273.259;837603.1631 6518446.139
12519;07:11:16;838494.7422 6521231.894;843568.7602 6520844.056
12520;07:11:16;845843.1263 6519680.457;844027.9993 6522361.347
12521;07:11:16;842299.5201 6520971.107;839915.295 6522035.949
12522;07:11:16;844288.9585 6514512.87;841644.6799 6517785.717
12523;07:11:16;844069.8473 6518726.801;842163.1603 6518636.364
12524;07:11:16;842743.6915 6516696.145;842658.365 6518308.412
12525;07:11:16;838394.8643 6519750.834;841525.042 6519112.035
12526;07:11:17;844288.9585 6514512.87;848030.8359 6516071.329
12527;07:11:17;846780.3102 6516698.271;848030.8359 6516071.329
12528;07:11:17;838394.8643 6519750.834;848030.8359 6516071.329
12529;07:11:17;844491.6228 6519019.362;848410.0004 6518585.079
12530;07:11:17;845997.9183 6519246.26;846457.1344 6519033.148
12531;07:11:18;837520.5794 6518364.542;838868.822 6520645.893
12532;07:11:18;841991.5464 6516945.076;841629.8096 6517645.851
12533;07:11:18;844594.6212 6518355.605;848172.8406 6517824.996
12534;07:11:18;839338.2521 6519691.256;844607.7469 6516177.956
12535;07:11:18;840764.1547 6514606.161;841561.8044 6514234.363
12536;07:11:18;848412.0348 6518596.906;848105.1981 6520629.491
12537;07:11:19;839012.0252 6519033.705;838964.3222 6520478.55
12538;07:11:19;840764.1547 6514606.161;842578.0338 6513212.925
12539;07:11:19;844156.8293 6516136.173;846121.8366 6514578.699
12540;07:11:19;845221.7185 6517742.675;845654.9552 6521606.38
12541;07:11:19;846824.2491 6515158.136;844200.4231 6517416.455
12542;07:11:20;842538.3832 6512317.894;844616.2336 6514952.445
12543;07:11:20;846077.5877 6519819.119;845472.9123 6519003.084
12544;07:11:20;847938.312 6516101.313;844271.8425 6514581.23
12545;07:11:20;844535.7403 6520737.605;844371.8386 6519366.981
12546;07:11:20;846824.2491 6515158.136;848030.8359 6516071.329
12548;07:11:21;838394.8643 6519750.834;842964.9814 6518899.368
12549;07:11:21;838203.463 6516396.535;840872.2332 6515454.139
12550;07:11:21;838297.0179 6519808.649;838867.9747 6519282.409
12551;07:11:21;838716.5667 6519850.454;837520.5794 6518364.542
12552;07:11:22;841659.0664 6519674.055;838645.9528 6521048.512
12553;07:11:22;843231.2186 6523050.675;843010.5458 6517928.205
12554;07:11:22;846845.2573 6516602.368;845907.1989 6517534.546
12555;07:11:23;845932.0367 6517798.401;848105.1981 6520629.491
12556;07:11:23;838488.018 6515283.056;845243.3426 6517617.664
12557;07:11:23;840764.1547 6514606.161;840468.9937 6522088.593
12558;07:11:24;842398.2787 6516973.826;843407.03 6516247.842
12560;07:11:24;847405.1424 6522371.882;844730.0303 6521346.772
12561;07:11:24;843668.5118 6518043.811;844522.6098 6522825.926
12562;07:11:24;841697.4779 6522872.197;844346.1281 6519952.481
12563;07:11:24;845708.2353 6519231.599;842680.9112 6520313.95
12564;07:11:24;843653.2412 6511679.292;842305.3636 6518473.038
12565;07:11:24;838494.7422 6521231.894;840390.3384 6519958.065
12566;07:11:24;844288.9585 6514512.87;848058.5022 6516827.363
12567;07:11:25;847405.1424 6522371.882;843259.9742 6522021.915
12568;07:11:25;840129.6218 6520512.385;838384.2401 6519748.948
12569;07:11:25;841213.3142 6520309.781;841643.2676 6520650.878
12570;07:11:26;848686.5822 6519991.76;846966.8395 6520801.219
12571;07:11:26;845271.3001 6517460.879;841862.174 6515857.19
12572;07:11:26;845254.1909 6516979.952;841915.1143 6516314.592
12573;07:11:26;838494.7422 6521231.894;842228.1031 6520296.303
12574;07:11:26;843653.2412 6511679.292;844513.7961 6519764.315
12575;07:11:26;842064.3496 6523370.886;842069.7561 6518438.699
12576;07:11:26;840937.3852 6515361.216;848626.1678 6519918.092
12577;07:11:27;844790.2122 6522875.565;839915.295 6522035.949
12578;07:11:27;843653.2412 6511679.292;842612.9521 6512391.827
12579;07:11:27;844981.6858 6519250.338;847783.0639 6518639.156
12580;07:11:28;844860.1706 6518885.378;841141.9549 6516987.688
12581;07:11:28;843231.2186 6523050.675;841921.6672 6521552.796
12582;07:11:28;841997.1728 6516836.347;845391.9498 6520958.132
12583;07:11:28;840855.7615 6519298.657;840478.1364 6522196.824
12584;07:11:29;846527.521 6516212.999;847878.0497 6518365.409
12585;07:11:29;840764.1547 6514606.161;842612.9521 6512391.827
12586;07:11:29;843231.2186 6523050.675;842762.1094 6519233.322
12587;07:11:29;844175.4141 6519189.987;846068.9455 6522473.38
12588;07:11:29;846001.9532 6520514.36;848058.5022 6516827.363
12589;07:11:29;843939.9132 6518906.607;843288.9337 6518712.532
12590;07:11:30;843517.9497 6518652.462;844622.2256 6515567.113
12592;07:11:30;848686.5822 6519991.76;839915.295 6522035.949
12593;07:11:30;845245.5458 6517294.468;845927.2995 6519600.043
12594;07:11:30;842064.3496 6523370.886;841034.2184 6518410.552
12595;07:11:30;838394.8643 6519750.834;838645.9528 6521048.512
12596;07:11:30;842544.7231 6520705.406;848105.1981 6520629.491
12597;07:11:30;838394.8643 6519750.834;843207.795 6519328.645
12598;07:11:30;838394.8643 6519750.834;841551.046 6518845.13
12599;07:11:31;843653.2412 6511679.292;842612.9521 6512391.827
12600;07:11:31;843883.9262 6516989.662;841732.2865 6519437.742
12601;07:11:31;847405.1424 6522371.882;848410.0004 6518585.079
12602;07:11:31;843653.2412 6511679.292;842612.9521 6512391.827
12603;07:11:31;845356.9766 6519288.807;848626.1678 6519918.092
12604;07:11:31;842366.0867 6521334.545;843955.3738 6520478.769
12605;07:11:31;838494.7422 6521231.894;841099.4756 6522863.027
12606;07:11:31;842992.3828 6522960.015;842336.4696 6519597.02
12607;07:11:31;841957.807 6520487.434;839578.4671 6518632.574
12608;07:11:31;844522.6098 6522825.926;846580.4584 6520796.753
12609;07:11:32;847405.1424 6522371.882;847872.1594 6517781.519
12610;07:11:32;846943.4713 6518628.698;842852.4876 6520044.608
12611;07:11:32;840764.1547 6514606.161;841930.2225 6515739.165
12612;07:11:32;847405.1424 6522371.882;846813.3887 6515156.766
12613;07:11:32;838488.018 6515283.056;842201.0334 6518780.535
12614;07:11:32;844719.709 6520639.595;848626.1678 6519918.092
12615;07:11:33;840764.1547 6514606.161;843796.5917 6519282.035
12616;07:11:33;839901.8383 6516044.002;840674.2472 6517739.661
12617;07:11:33;842164.8865 6521514.502;841502.1094 6516750.491
12618;07:11:33;842538.3832 6512317.894;847941.6686 6518705.184
12619;07:11:33;841108.4432 6517356.641;844462.5772 6517313.947
12620;07:11:33;838297.0179 6519808.649;846813.3887 6515156.766
12621;07:11:33;838394.8643 6519750.834;841667.318 6520375.525
12622;07:11:33;846055.9619 6517297.035;848030.8359 6516071.329
12623;07:11:33;838494.7422 6521231.894;841676.9624 6523298.06
12624;07:11:33;847665.9635 6519262.116;845644.1313 6521744.162
12625;07:11:33;842504.5508 6519506.269;843044.4309 6519067.049
12626;07:11:33;848686.5822 6519991.76;846471.2762 6516828.928
12627;07:11:34;846104.8228 6517687.351;842867.0633 6521085.493
12628;07:11:34;844288.9585 6514512.87;844360.1807 6515536.02
12629;07:11:34;847405.1424 6522371.882;844108.7163 6520893.914
12630;07:11:35;840036.0498 6519741.577;838645.9528 6521048.512
12631;07:11:35;844288.9585 6514512.87;842404.4444 6520000.475
12632;07:11:35;843168.4074 6522649.096;842748.7236 6519671.9
12633;07:11:35;846824.2491 6515158.136;846551.2928 6517954.231
12634;07:11:35;838297.0179 6519808.649;842520.9816 6519138.206
12635;07:11:35;848412.0348 6518596.906;847562.1054 6517070.421
12636;07:11:36;841741.5764 6516338.431;842697.8092 6518183.343
12637;07:11:36;838493.8211 6520191.898;841361.3214 6520295.154
12638;07:11:36;848064.32 6516844.165;843666.0899 6519146.593
12639;07:11:36;841708.0655 6522144.866;842830.6703 6520346.354
12640;07:11:36;842347.815 6520531.238;848169.8513 6517793.372
12641;07:11:36;847938.312 6516101.313;845841.3084 6515003.635
12642;07:11:37;842504.5508 6519506.269;841669.5857 6518372.026
12643;07:11:37;842858.4561 6520950.216;848062.8834 6518677.004
12644;07:11:38;840764.1547 6514606.161;843773.4146 6519474.773
12645;07:11:38;847214.1777 6522231.717;843350.4082 6518868.969
12646;07:11:38;843653.2412 6511679.292;848030.8359 6516071.329
12647;07:11:38;838297.0179 6519808.649;846285.803 6515321.907
12648;07:11:38;846149.3513 6514582.18;842680.6634 6520157.962
12649;07:11:38;841937.8631 6516464.413;840757.0095 6514681.71
12650;07:11:38;843582.4395 6516114.025;842164.9662 6520337.05
12651;07:11:38;843307.9723 6518862.936;844482.8039 6519099.317
12652;07:11:38;844887.4932 6519583.103;843207.795 6519328.645
12653;07:11:38;840719.303 6521984.362;842830.0056 6520899.103
12654;07:11:38;842064.3496 6523370.886;840275.4895 6520864.509
12655;07:11:39;843983.3996 6518606.996;843306.375 6518298.607
12656;07:11:39;848094.1605 6520634.2;846902.0441 6516748.936
12657;07:11:39;838297.0179 6519808.649;839098.0895 6518309.054
12658;07:11:39;839750.9063 6521877.433;838384.2401 6519748.948
12659;07:11:39;848686.5822 6519991.76;848300.023 6519054.943
12660;07:11:40;841440.7556 6514449.711;839717.074 6520399.672
12661;07:11:40;838494.7422 6521231.894;840757.0095 6514681.71
12662;07:11:40;847405.1424 6522371.882;848626.1678 6519918.092
12663;07:11:40;847313.4645 6520420.743;838560.0533 6520256.856
12664;07:11:40;840274.5923 6515493.775;842483.7342 6520067.854
12665;07:11:41;845279.9093 6517912.897;842666.81 6516271.019
12666;07:11:41;842064.3496 6523370.886;841485.101 6521630.123
12667;07:11:41;844288.9585 6514512.87;843656.9246 6519834.17
12668;07:11:41;843231.2186 6523050.675;841389.6267 6520652.374
12669;07:11:42;848412.0348 6518596.906;838645.9528 6521048.512
12670;07:11:42;847938.312 6516101.313;844417.7524 6516718.362
12671;07:11:42;840764.1547 6514606.161;843548.4389 6515841.59
12672;07:11:42;838488.018 6515283.056;842727.269 6520326.778
12673;07:11:42;841390.5132 6518083.107;844271.8425 6514581.23
12674;07:11:43;838394.8643 6519750.834;847215.8031 6522250.153
12675;07:11:43;843231.2186 6523050.675;843425.645 6518723.815
12676;07:11:43;847938.312 6516101.313;844061.0388 6517486.331
12677;07:11:43;842518.4368 6521523.04;845237.7697 6518181.829
12678;07:11:43;848686.5822 6519991.76;842546.9768 6520825.783
12679;07:11:44;841875.341 6515883.294;844271.8425 6514581.23
12680;07:11:44;844027.9993 6522361.347;848626.1678 6519918.092
12681;07:11:44;844641.7328 6519845.087;843046.4416 6522403.934
12682;07:11:45;842593.9034 6522518.633;843235.9029 6523046.925
12683;07:11:45;838801.7634 6519903.42;838645.9528 6521048.512
12684;07:11:45;845730.7242 6518972.2;842979.8796 6516818.906
12685;07:11:45;847405.1424 6522371.882;845398.1165 6523282.866
12686;07:11:45;839406.0156 6516884.642;840790.599 6514806.89
12687;07:11:45;848686.5822 6519991.76;844833.6594 6520041.85
12688;07:11:46;847405.1424 6522371.882;848030.8359 6516071.329
12689;07:11:46;845107.1272 6521258.514;839862.1559 6520685.12
12690;07:11:46;838394.8643 6519750.834;848105.1981 6520629.491
12691;07:11:47;837520.5794 6518364.542;839443.9379 6518625.627
12692;07:11:47;845026.2541 6515316.466;845745.8155 6516091.304
12693;07:11:47;841020.9592 6520482.917;845508.9054 6519964.454
12694;07:11:47;846627.8751 6517873.859;844271.8425 6514581.23
12695;07:11:47;846001.3137 6522533.263;842489.1604 6519976.12
12696;07:11:47;838378.1039 6516852.26;839675.5431 6518057.168
12697;07:11:47;843929.6427 6519582.704;844559.2286 6516018.599
12698;07:11:48;847405.1424 6522371.882;841676.9624 6523298.06
12699;07:11:49;843653.2412 6511679.292;840509.1994 6515207.223
12700;07:11:49;847214.1777 6522231.717;845321.1861 6522210.524
12701;07:11:49;844587.4362 6517257.436;846121.8366 6514578.699
12702;07:11:49;838394.8643 6519750.834;838645.9528 6521048.512
12703;07:11:51;839476.6797 6517739.401;845283.251 6516968.699
12704;07:11:51;838488.018 6515283.056;839575.6243 6517211.961
12705;07:11:51;839581.4765 6516922.66;839639.5115 6519538.488
12706;07:11:52;840028.9472 6519990.966;838792.9968 6519152.82
12707;07:11:52;845356.9766 6519288.807;845007.1648 6518594.044
12708;07:11:52;842719.9751 6521308.563;846083.0891 6517685.049
12709;07:11:52;845769.7408 6519066.759;844706.0229 6520017.79
12710;07:11:52;840931.2026 6518167.452;838645.9528 6521048.512
12711;07:11:53;843926.0622 6520690.249;848105.1981 6520629.491
12712;07:11:53;839730.9749 6519353.957;838425.764 6519833.21
12713;07:11:53;848412.0348 6518596.906;847286.3764 6520637.815
12714;07:11:53;846952.0483 6519514.249;848191.1241 6517971.388
12715;07:11:53;842219.6302 6521164.757;843235.9029 6523046.925
12716;07:11:53;844860.7035 6517748.585;844531.2521 6522842.237
