num_demande;heure_depart;coord_origin_x coord_origin_y;coord_dest_x coord_dest_y
20683;07:23:49;847938.312 6516101.313;845460.5176 6516801.911
20684;07:23:49;842459.7239 6520063.964;848105.1981 6520629.491
20685;07:23:49;841181.8517 6516166.873;845124.3937 6518010.303
20686;07:23:49;846239.7127 6518562.196;845037.8025 6519403.444
20687;07:23:49;846174.1054 6517616.655;848030.8359 6516071.329
20688;07:23:49;847405.1424 6522371.882;845545.3562 6521944.557
20689;07:23:50;846199.9936 6516374.751;848064.0342 6518102.539
20690;07:23:50;848686.5822 6519991.76;843441.4695 6516044.591
20691;07:23:50;848686.5822 6519991.76;848105.1981 6520629.491
20692;07:23:50;843625.1697 6519131.393;842219.8403 6515887.317
20693;07:23:50;838297.0179 6519808.649;842730.0802 6516293.495
20694;07:23:50;842064.3496 6523370.886;841578.5087 6521629.793
20695;07:23:50;844288.9585 6514512.87;844927.6067 6521814.425
20696;07:23:50;838394.8643 6519750.834;838645.9528 6521048.512
20697;07:23:50;845026.598 6520962.768;842847.3134 6520391.947
20698;07:23:50;847405.1424 6522371.882;843945.2577 6520070.866
20699;07:23:51;847405.1424 6522371.882;846357.719 6522969.425
20700;07:23:51;842538.3832 6512317.894;846813.3887 6515156.766
20701;07:23:51;840764.1547 6514606.161;842443.3065 6516985.534
20702;07:23:51;839813.1468 6516974.601;838476.2564 6515285.436
20703;07:23:51;843054.8854 6519178.143;845107.6174 6520363.731
20704;07:23:51;842060.7265 6518353.405;848030.8359 6516071.329
20705;07:23:51;848412.0348 6518596.906;847753.1574 6519106.096
20706;07:23:51;838494.7422 6521231.894;842794.2671 6518582.74
20707;07:23:52;848412.0348 6518596.906;845862.3197 6522168.939
20708;07:23:52;843231.2186 6523050.675;842964.9814 6518899.368
20709;07:23:52;843231.2186 6523050.675;842003.416 6517191.104
20711;07:23:52;846824.2491 6515158.136;846428.4657 6517430.322
20712;07:23:52;841832.8915 6517455.235;845893.8143 6516164.542
20713;07:23:52;844310.4449 6520199.645;844929.2256 6517944.583
20714;07:23:52;845050.6019 6521963.281;847215.8031 6522250.153
20715;07:23:52;848064.32 6516844.165;842677.0497 6519979.038
20716;07:23:52;848686.5822 6519991.76;845210.9412 6519730.564
20717;07:23:52;837520.5794 6518364.542;839043.9627 6518130.58
20718;07:23:52;842900.9644 6516538.517;841175.7983 6516090.937
20719;07:23:52;838297.0179 6519808.649;839593.3754 6519139.436
20720;07:23:53;843653.2412 6511679.292;847688.8826 6517543.832
20721;07:23:53;843231.2186 6523050.675;841966.1146 6518380.76
20722;07:23:53;838730.5789 6519852.423;838867.7163 6520694.742
20723;07:23:53;844288.9585 6514512.87;844714.6087 6519789.348
20724;07:23:53;838494.7422 6521231.894;842644.5703 6519670.589
20725;07:23:53;847405.1424 6522371.882;842612.9521 6512391.827
20726;07:23:53;847773.5293 6519634.605;848626.1678 6519918.092
20727;07:23:53;840485.768 6520784.839;843893.0744 6519914.481
20728;07:23:53;846149.3513 6514582.18;848030.8359 6516071.329
20729;07:23:53;841972.6023 6519478.386;848030.8359 6516071.329
20730;07:23:53;848686.5822 6519991.76;845511.2436 6517101.83
20731;07:23:53;845472.9123 6519003.084;845465.2422 6517049.735
20732;07:23:54;846824.2491 6515158.136;844803.6524 6515903.334
20733;07:23:54;844288.9585 6514512.87;844400.8481 6519259.616
20735;07:23:54;842680.9112 6520313.95;844271.8425 6514581.23
20737;07:23:54;838494.7422 6521231.894;841694.3456 6519315.714
20738;07:23:54;846149.3513 6514582.18;845828.6234 6517429.081
20739;07:23:54;841992.4003 6516571.864;840757.0095 6514681.71
20740;07:23:54;840764.1547 6514606.161;844430.3192 6519510.19
20741;07:23:54;845557.9724 6517497.997;845485.5099 6515575.876
20742;07:23:54;843522.4426 6515842.094;842062.4627 6516544.266
20743;07:23:54;844935.1997 6522264.708;846612.1098 6519563.132
20744;07:23:54;847894.2626 6516121.358;847636.1386 6517925.799
20745;07:23:54;843653.2412 6511679.292;840757.0095 6514681.71
20746;07:23:54;843571.9066 6517851.601;842674.215 6518338.741
20747;07:23:54;840143.9522 6516888.177;840967.0958 6516506.021
20748;07:23:54;838494.7422 6521231.894;842796.2943 6517560.248
20749;07:23:55;843170.8504 6518407.636;841694.3456 6519315.714
20750;07:23:55;847405.1424 6522371.882;843985.1215 6520790.497
20751;07:23:55;840008.1533 6520759.541;844540.4228 6522103.21
20752;07:23:55;844288.9585 6514512.87;845286.8331 6515103.53
20753;07:23:55;844730.8909 6520609.122;843662.2661 6517919.189
20754;07:23:55;843653.2412 6511679.292;842047.4217 6518563.703
20756;07:23:55;844086.2491 6518559.91;842703.2978 6520537.184
20757;07:23:55;841644.7457 6519366.394;837603.1631 6518446.139
20758;07:23:55;847938.312 6516101.313;842612.9521 6512391.827
20759;07:23:55;837520.5794 6518364.542;840757.0095 6514681.71
20760;07:23:56;838494.7422 6521231.894;841658.343 6519668.098
20761;07:23:56;842221.0552 6522669.109;848105.1981 6520629.491
20762;07:23:56;847405.1424 6522371.882;848058.5022 6516827.363
20763;07:23:56;845187.6371 6519790.974;844531.2521 6522842.237
20765;07:23:56;838900.9296 6520413.594;844989.3464 6519545.595
20766;07:23:56;843653.2412 6511679.292;841467.3196 6517146.247
20767;07:23:56;844288.9585 6514512.87;842086.3153 6518462.409
20768;07:23:56;843417.0578 6520749.421;843983.3996 6518606.996
20769;07:23:56;845227.3316 6517932.758;844165.9051 6519448.436
20770;07:23:57;845523.1422 6519517.377;845418.2784 6518551.47
20771;07:23:57;843653.2412 6511679.292;842612.9521 6512391.827
20772;07:23:57;843567.7511 6522713.528;843860.9543 6518684.176
20773;07:23:57;843676.045 6519709.17;842651.1474 6518082.221
20775;07:23:57;845084.5047 6517625.016;844271.8425 6514581.23
20776;07:23:57;841666.4255 6518629.32;842906.8532 6518793.197
20777;07:23:57;838297.0179 6519808.649;842408.075 6519105.125
20778;07:23:57;844268.1766 6514654.614;845418.1833 6514899.025
20779;07:23:57;848064.32 6516844.165;841939.8001 6521899.182
20780;07:23:57;840764.1547 6514606.161;842091.8706 6516741.76
20781;07:23:57;838394.8643 6519750.834;845719.606 6521804.488
20782;07:23:57;838394.8643 6519750.834;845560.1588 6519114.781
20783;07:23:57;840344.7664 6515248.781;840757.0095 6514681.71
20784;07:23:57;837520.5794 6518364.542;841322.9611 6514285.595
20786;07:23:57;842038.391 6520901.74;841522.4326 6520455.491
20788;07:23:58;843170.567 6518653.118;845148.5212 6518075.301
20789;07:23:58;840764.1547 6514606.161;842566.7545 6516727.359
20790;07:23:58;843941.7925 6518025.039;848030.8359 6516071.329
20791;07:23:58;848412.0348 6518596.906;845473.3883 6518314.043
20792;07:23:58;840811.8656 6521202.261;843449.924 6522805.896
20793;07:23:58;839287.5812 6516779.034;841115.8469 6515433.074
20794;07:23:58;847214.1777 6522231.717;846078.5609 6521345.412
20795;07:23:58;844288.9585 6514512.87;842517.2029 6519128.888
20796;07:23:58;843653.2412 6511679.292;842785.3482 6518564.009
20798;07:23:59;844655.8914 6517924.818;843614.0549 6511823.084
20799;07:23:59;843343.0701 6520688.819;847215.8031 6522250.153
20800;07:23:59;844436.423 6519364.8;846813.3887 6515156.766
20801;07:23:59;843518.7893 6514119.881;842612.9521 6512391.827
20802;07:23:59;846824.2491 6515158.136;847245.3688 6517332.883
20803;07:23:59;845102.7497 6518465.227;844785.6483 6520500.531
20804;07:23:59;844750.8089 6517190.35;841994.3678 6516113.479
20805;07:23:59;838394.8643 6519750.834;839245.1357 6520291.912
20806;07:23:59;847726.748 6520735.225;839742.7962 6519625.46
20807;07:23:59;846091.3938 6518083.292;848058.5022 6516827.363
20808;07:23:59;846824.2491 6515158.136;841933.8067 6518499.98
20809;07:23:59;843653.2412 6511679.292;842612.9521 6512391.827
20810;07:23:59;840764.1547 6514606.161;841529.9291 6518477.34
20811;07:24:00;844288.9585 6514512.87;843338.2998 6517963.887
20812;07:24:00;844288.9585 6514512.87;844553.8452 6515454.177
20813;07:24:00;843412.4452 6522210.029;843191.1454 6516050.971
20814;07:24:00;845793.4774 6516591.756;846400.6437 6517393.699
20815;07:24:00;846954.4357 6520535.184;848626.1678 6519918.092
20816;07:24:00;840363.2732 6515460.256;840757.0095 6514681.71
20817;07:24:00;838819.6483 6519855.84;842551.3447 6519901.692
20818;07:24:00;839789.1823 6521806.471;838384.2401 6519748.948
20819;07:24:00;845931.3213 6520879.494;843460.2843 6517902.31
20820;07:24:01;840199.2268 6521549.31;844482.8821 6520647.797
20821;07:24:01;847405.1424 6522371.882;838019.9943 6516843.809
20822;07:24:01;842404.8378 6522073.028;844541.6231 6522047.697
20823;07:24:01;847938.312 6516101.313;843614.0549 6511823.084
20824;07:24:01;841994.302 6518641.341;841967.8576 6518036.451
20825;07:24:01;838494.7422 6521231.894;841525.042 6519112.035
20826;07:24:01;841926.1779 6517002.917;845746.0519 6519734.588
20828;07:24:01;840557.0786 6519226.971;845511.6994 6518427.622
20829;07:24:01;841999.2339 6522095.364;843235.9029 6523046.925
20830;07:24:01;840466.4555 6516901.103;840757.0095 6514681.71
20831;07:24:02;846120.9922 6520314.469;844531.2521 6522842.237
20832;07:24:02;844288.9585 6514512.87;848030.8359 6516071.329
20833;07:24:02;839904.4962 6522032.37;848626.1678 6519918.092
20834;07:24:02;845226.0706 6521074.126;842653.6461 6518317.257
20835;07:24:02;847068.5851 6518534.237;842750.5404 6520128.485
20836;07:24:02;846824.2491 6515158.136;844992.5452 6520364.343
20837;07:24:02;837520.5794 6518364.542;838310.2531 6518768.258
20838;07:24:02;843726.5404 6521039.933;841805.2883 6522085.854
20839;07:24:02;843518.7893 6514119.881;842426.3017 6513280.518
20840;07:24:02;842538.3832 6512317.894;843871.9296 6516963.31
20841;07:24:02;843653.2412 6511679.292;842990.7609 6517625.87
20842;07:24:02;845204.6187 6519685.917;848058.5022 6516827.363
20843;07:24:02;843916.0196 6519660.254;843064.3153 6520732.153
20844;07:24:02;845187.6371 6519790.974;842088.6528 6520409.706
20845;07:24:02;839376.8352 6519444.79;848030.8359 6516071.329
20846;07:24:03;848094.1605 6520634.2;848193.2604 6519138.925
20848;07:24:03;838394.8643 6519750.834;841933.8067 6518499.98
20849;07:24:03;848094.1605 6520634.2;848410.0004 6518585.079
20850;07:24:03;848094.1605 6520634.2;848030.8359 6516071.329
20851;07:24:03;841091.7107 6521573.034;842682.3514 6520219.096
20852;07:24:03;845389.3001 6523281.057;845465.2422 6517049.735
20853;07:24:03;839523.2856 6520851.242;842801.5767 6518235.743
20854;07:24:03;847214.1777 6522231.717;845169.7755 6520267.707
20855;07:24:03;847405.1424 6522371.882;845575.5915 6518529.744
20856;07:24:03;844479.6328 6519392.241;841787.2782 6520521.073
20857;07:24:04;838394.8643 6519750.834;840341.8098 6519324.237
20858;07:24:04;845379.3557 6518196.852;844330.7851 6517376.4
20860;07:24:04;838720.8985 6519848.509;837732.2702 6518371.897
20861;07:24:04;842064.3496 6523370.886;837953.4097 6517000.735
20862;07:24:04;843639.358 6518795.723;846121.8366 6514578.699
20863;07:24:04;847405.1424 6522371.882;845775.4562 6520787.566
20864;07:24:04;838624.0664 6519844.23;837603.1631 6518446.139
20865;07:24:04;838493.8211 6520191.898;838645.9528 6521048.512
20866;07:24:04;845955.1514 6517173.239;848055.1711 6518053.78
20867;07:24:04;847214.1777 6522231.717;843909.3396 6519812.314
20868;07:24:04;846824.2491 6515158.136;842598.9333 6516728.455
20869;07:24:04;844710.5667 6518650.21;848626.1678 6519918.092
20870;07:24:04;840309.3352 6515483.318;838645.9528 6521048.512
20872;07:24:04;844094.7518 6516445.007;846551.2928 6517954.231
20873;07:24:04;843457.6417 6518580.954;840757.0095 6514681.71
20874;07:24:04;848686.5822 6519991.76;842561.6845 6518135.899
20875;07:24:04;845926.4416 6520719.566;846372.8944 6521095.828
20876;07:24:04;844288.9585 6514512.87;844356.7013 6519927.378
20877;07:24:05;847022.1642 6518927.561;848030.8359 6516071.329
20878;07:24:05;848064.32 6516844.165;846813.3887 6515156.766
20879;07:24:05;842505.3619 6518018.64;845114.6856 6522141.652
20880;07:24:05;843012.9126 6521462.096;844999.5728 6515297.953
20881;07:24:05;846917.8144 6520089.116;839966.3839 6516198.436
20882;07:24:05;846824.2491 6515158.136;848105.1981 6520629.491
20883;07:24:05;846225.363 6515638.163;843942.1983 6519074.394
20884;07:24:05;838297.0179 6519808.649;842261.0719 6518874.124
20885;07:24:05;839670.1752 6515709.17;842531.801 6518095.165
20886;07:24:05;842538.3832 6512317.894;843518.0367 6514113.928
20887;07:24:05;846824.2491 6515158.136;844006.146 6518370.527
20889;07:24:05;847442.9154 6516644.811;848030.8359 6516071.329
20890;07:24:05;838394.8643 6519750.834;838645.9528 6521048.512
20892;07:24:06;838352.755 6517071.35;840349.2495 6518998.944
20893;07:24:06;845245.5458 6517294.468;848058.5022 6516827.363
20894;07:24:06;842538.3832 6512317.894;848030.8359 6516071.329
20895;07:24:06;846149.3513 6514582.18;847001.9997 6516721.109
20896;07:24:06;840649.6575 6516102.188;844395.9705 6519623.479
20897;07:24:06;838394.8643 6519750.834;842998.8977 6518311.429
20898;07:24:06;846111.2423 6520607.047;845428.6238 6520760.119
20899;07:24:06;838394.8643 6519750.834;844399.0421 6519156.219
20900;07:24:06;839780.6327 6515556.513;841830.0437 6516453.042
20901;07:24:06;843029.0813 6521603.41;848058.5022 6516827.363
20902;07:24:06;846584.5238 6517338.032;848030.8359 6516071.329
20903;07:24:06;838394.8643 6519750.834;838645.9528 6521048.512
20904;07:24:06;841673.3388 6523302.842;839618.7177 6521510.449
20905;07:24:07;845191.4303 6519581.476;848105.1981 6520629.491
20906;07:24:07;838363.8415 6517785.014;838425.764 6519833.21
20907;07:24:07;847938.312 6516101.313;844271.8425 6514581.23
20908;07:24:07;847405.1424 6522371.882;846753.8769 6522489.018
20909;07:24:07;842091.8706 6516741.76;841262.967 6515886.332
20910;07:24:07;844288.9585 6514512.87;842368.2321 6520361.059
20911;07:24:07;841673.3388 6523302.842;840867.1245 6522282.117
20912;07:24:08;848064.32 6516844.165;845007.9785 6515196.066
20913;07:24:08;838394.8643 6519750.834;842463.9304 6520013.135
20914;07:24:08;842245.0046 6522919.307;848058.5022 6516827.363
20915;07:24:08;842369.7585 6521695.872;848626.1678 6519918.092
20916;07:24:08;843653.2412 6511679.292;842612.9521 6512391.827
20918;07:24:08;838494.7422 6521231.894;842299.5201 6520971.107
20919;07:24:08;842654.0319 6518089.085;840757.0095 6514681.71
20920;07:24:08;847651.8242 6520273.139;847363.5549 6521308.387
20921;07:24:09;843620.3381 6522392.624;845772.5988 6521594.733
20922;07:24:09;843653.2412 6511679.292;842612.9521 6512391.827
20923;07:24:09;838394.8643 6519750.834;838645.9528 6521048.512
20924;07:24:09;847405.1424 6522371.882;844916.6894 6520350.332
20925;07:24:09;845493.8347 6518927.701;842299.5201 6520971.107
20926;07:24:09;845830.94 6522033.378;845169.4526 6520247.447
20927;07:24:09;843641.9723 6518499.757;844620.9365 6519506.909
20929;07:24:09;847405.1424 6522371.882;838645.9528 6521048.512
20930;07:24:09;844190.84 6515620.147;841781.4966 6516239.302
20931;07:24:09;842788.0767 6516542.555;841545.8834 6517100.815
20932;07:24:09;848094.1605 6520634.2;846464.8189 6521923.17
20933;07:24:09;843070.2119 6517534.719;844713.6338 6519421.351
20934;07:24:09;846824.2491 6515158.136;846055.4504 6519182.767
20935;07:24:10;844765.5275 6520101.273;842915.9027 6518280.956
20936;07:24:10;846165.3704 6517606.117;841038.4396 6514993.97
20937;07:24:10;838297.0179 6519808.649;847891.2892 6518181.879
20938;07:24:10;845028.9538 6516058.558;841466.1804 6518039.307
20939;07:24:10;841053.2247 6518432.025;841795.2802 6519219.483
20940;07:24:10;845169.4526 6520247.447;844543.9976 6522078.856
20942;07:24:10;843833.1053 6520377.423;848030.8359 6516071.329
20943;07:24:10;842538.3832 6512317.894;846121.8366 6514578.699
20944;07:24:10;847938.312 6516101.313;844271.8425 6514581.23
20945;07:24:10;840764.1547 6514606.161;845959.3605 6522574.274
20946;07:24:10;847938.312 6516101.313;844624.3875 6517215.374
20947;07:24:10;846824.2491 6515158.136;845245.5458 6517294.468
20948;07:24:10;838494.7422 6521231.894;843311.6972 6520896.252
20949;07:24:10;848686.5822 6519991.76;845160.464 6518326.628
20950;07:24:11;840764.1547 6514606.161;841141.756 6518099.069
20951;07:24:11;845620.1597 6516940.997;846268.5586 6517384.298
20952;07:24:11;837520.5794 6518364.542;840757.0095 6514681.71
20953;07:24:11;843653.2412 6511679.292;842612.9521 6512391.827
20954;07:24:11;846801.609 6521403.774;843350.4082 6518868.969
20955;07:24:11;838394.8643 6519750.834;843983.9968 6519423.911
20956;07:24:11;843215.0009 6519328.592;841202.4584 6520475.889
20957;07:24:11;848686.5822 6519991.76;844546.7907 6522808.183
20958;07:24:11;838488.018 6515283.056;838645.9528 6521048.512
20959;07:24:11;843466.9239 6519682.242;845947.4442 6520354.771
20960;07:24:11;844249.9706 6515939.576;847928.2001 6518296.074
20961;07:24:11;846742.0341 6520644.765;843628.4439 6520021.23
20962;07:24:12;842481.0692 6518709.274;848030.8359 6516071.329
20963;07:24:12;843470.7642 6518252.461;843813.0581 6517782.822
20964;07:24:12;838493.8211 6520191.898;844385.8827 6519646.977
20965;07:24:12;848064.32 6516844.165;846452.4992 6517205.398
20966;07:24:12;842358.6718 6521436.797;841676.9624 6523298.06
20967;07:24:12;843653.2412 6511679.292;846122.4787 6517673.197
20968;07:24:12;845603.4887 6515877.763;844497.5339 6515747.151
20969;07:24:12;844288.9585 6514512.87;848626.1678 6519918.092
20970;07:24:12;847405.1424 6522371.882;845862.3197 6522168.939
20971;07:24:12;847405.1424 6522371.882;845084.537 6521683.55
20972;07:24:13;847405.1424 6522371.882;846185.1403 6522587.131
20973;07:24:13;841930.3876 6517082.277;840757.0095 6514681.71
20974;07:24:13;842892.6859 6521802.45;848058.5022 6516827.363
20975;07:24:13;844288.9585 6514512.87;842045.0359 6516975.606
20976;07:24:13;844988.7415 6517332.829;846121.8366 6514578.699
20977;07:24:13;842538.3832 6512317.894;846121.8366 6514578.699
20978;07:24:13;845866.2641 6517148.467;846104.8228 6517687.351
20979;07:24:13;841977.441 6523281.161;843235.9029 6523046.925
20980;07:24:13;843931.3077 6519761.7;840794.0901 6521725.004
20982;07:24:13;838297.0179 6519808.649;841644.7457 6519366.394
20983;07:24:13;838394.8643 6519750.834;840593.1518 6519077.839
20985;07:24:13;848094.1605 6520634.2;848030.8359 6516071.329
20986;07:24:13;847214.1777 6522231.717;846542.8003 6521467.567
20987;07:24:13;848412.0348 6518596.906;844271.8425 6514581.23
20988;07:24:13;843653.2412 6511679.292;841371.6119 6518096.304
20989;07:24:14;838494.7422 6521231.894;842162.038 6516459.494
20990;07:24:14;843254.4484 6522760.411;842358.6718 6521436.797
20991;07:24:14;848064.32 6516844.165;847878.0497 6518365.409
20992;07:24:14;848064.32 6516844.165;847889.7853 6518115.193
20993;07:24:14;847385.4894 6520634.796;847648.1497 6517361.786
20994;07:24:14;840218.8737 6520161.759;843657.2659 6519540.734
20995;07:24:14;846824.2491 6515158.136;847489.9297 6517245.789
20996;07:24:14;844624.2608 6519559.106;847322.3684 6517453.933
20997;07:24:14;843676.045 6519709.17;844203.2369 6518951.668
20998;07:24:14;843518.7893 6514119.881;842612.9521 6512391.827
20999;07:24:14;839904.4962 6522032.37;842194.7535 6518715.963
21000;07:24:14;839389.5256 6521032.156;838297.0179 6519808.649
21001;07:24:14;842538.3832 6512317.894;843887.2881 6519227.509
21002;07:24:14;845799.7213 6518429.63;845186.0985 6517637.416
21003;07:24:14;847214.1777 6522231.717;846329.9015 6521863.272
21004;07:24:14;839145.3049 6517879.616;840372.906 6519712.73
21005;07:24:14;846824.2491 6515158.136;846580.8941 6517483.034
21006;07:24:14;846164.0226 6518377.107;842201.0334 6518780.535
21007;07:24:15;844225.0537 6516301.774;848410.0004 6518585.079
21008;07:24:15;841769.7846 6515745.062;844271.8425 6514581.23
21009;07:24:15;840639.1336 6516935.048;842319.9028 6519422.005
21010;07:24:15;841673.3388 6523302.842;839915.295 6522035.949
21011;07:24:15;842759.5725 6515744.403;843101.1321 6517261.874
21012;07:24:15;843231.2186 6523050.675;842330.1867 6519583.399
21013;07:24:15;845980.1204 6518621.554;845044.8434 6522280.484
21014;07:24:15;848412.0348 6518596.906;846663.1643 6518707.822
21015;07:24:15;838759.099 6519276.025;842836.8305 6517723.369
21016;07:24:15;843214.204 6520465.619;843215.7239 6519265.22
21017;07:24:15;844672.2809 6520716.381;845554.459 6515057.924
21018;07:24:15;843581.6278 6517691.677;842550.2439 6519851.694
21019;07:24:15;838494.7422 6521231.894;839717.074 6520399.672
21020;07:24:15;847910.9557 6518710.785;848105.1981 6520629.491
21021;07:24:15;847405.1424 6522371.882;845004.7172 6520112.475
21022;07:24:15;843653.2412 6511679.292;842855.3304 6512981.747
21023;07:24:16;847405.1424 6522371.882;848030.8359 6516071.329
21024;07:24:16;847405.1424 6522371.882;846475.3406 6522632.321
21025;07:24:16;846824.2491 6515158.136;846199.9936 6516374.751
21026;07:24:16;848064.32 6516844.165;844703.3398 6517981.974
21027;07:24:16;840080.3783 6518480.722;840864.5455 6515416.195
21028;07:24:16;842457.5506 6520559.333;848030.8359 6516071.329
21029;07:24:16;845146.5783 6521111.987;842201.0334 6518780.535
21030;07:24:16;845564.134 6515367.086;846412.5237 6516011.418
21031;07:24:16;847405.1424 6522371.882;845229.1123 6521800.046
21032;07:24:16;845319.4249 6520217.673;844354.1043 6519883.109
21033;07:24:16;847405.1424 6522371.882;842700.961 6518590.562
21034;07:24:16;838493.8211 6520191.898;840350.0049 6521079.155
21035;07:24:16;846251.3675 6515787.633;848105.1981 6520629.491
21036;07:24:16;842599.7828 6521831.18;841453.4332 6521896.833
21037;07:24:16;838904.8279 6517680.891;843156.6747 6519019.95
21038;07:24:17;847405.1424 6522371.882;838714.5565 6519417.374
21039;07:24:17;847938.312 6516101.313;846736.1638 6515338.326
21040;07:24:17;837520.5794 6518364.542;839281.7769 6518171.518
21041;07:24:17;847405.1424 6522371.882;846312.5004 6522421.821
21042;07:24:17;847938.312 6516101.313;841691.3362 6517449.11
21043;07:24:17;845205.8943 6521006.999;844531.2521 6522842.237
21044;07:24:17;842538.3832 6512317.894;843614.0549 6511823.084
21045;07:24:17;843877.5171 6517587.719;848030.8359 6516071.329
21046;07:24:17;841673.3388 6523302.842;839462.3065 6519022.044
21047;07:24:17;843653.2412 6511679.292;842101.3243 6518653.815
21048;07:24:17;838297.0179 6519808.649;839526.8415 6517996.024
21049;07:24:17;845366.2218 6515745.507;844999.9064 6520908.077
21050;07:24:17;842228.1573 6517354.356;840278.116 6516414.722
21051;07:24:18;848686.5822 6519991.76;847327.4074 6520475.845
21052;07:24:18;842023.7816 6520156.051;848105.1981 6520629.491
21053;07:24:18;848686.5822 6519991.76;846121.8366 6514578.699
21054;07:24:18;841355.9219 6514889.858;838645.9528 6521048.512
21055;07:24:18;845299.8945 6519477.036;841618.5743 6519415.293
21057;07:24:18;846536.3644 6520202.436;845681.1935 6521897.872
21058;07:24:18;847058.4414 6519379.334;843065.3971 6519053.214
21059;07:24:18;843626.2065 6522844.489;844372.4688 6519784.994
21060;07:24:18;838394.8643 6519750.834;841195.1995 6516058.102
21062;07:24:18;843653.2412 6511679.292;848030.8359 6516071.329
21063;07:24:18;838494.7422 6521231.894;842025.3913 6520758.145
21064;07:24:18;846680.6595 6516210.523;848030.8359 6516071.329
21065;07:24:18;846035.8186 6520071.392;842664.9197 6521670.517
21066;07:24:18;841846.9338 6516321.903;842307.1584 6515577.203
21067;07:24:18;842421.7397 6522068.088;844694.9839 6520335.23
21068;07:24:18;846824.2491 6515158.136;846185.1403 6522587.131
21069;07:24:18;837520.5794 6518364.542;839409.5691 6518272.647
21070;07:24:19;840102.8211 6516785.458;841694.3456 6519315.714
21071;07:24:19;847069.7619 6517872.198;847705.9105 6518363.664
21072;07:24:19;842064.3496 6523370.886;842674.215 6518338.741
21073;07:24:19;838394.8643 6519750.834;842339.6695 6521915.412
21074;07:24:19;843653.2412 6511679.292;842612.9521 6512391.827
21075;07:24:19;845890.8256 6519474.486;843333.3466 6518061.014
21076;07:24:19;846078.0529 6516237.834;841197.2939 6516031.131
21077;07:24:19;838394.8643 6519750.834;842794.2671 6518582.74
21078;07:24:19;842538.3832 6512317.894;848030.8359 6516071.329
21079;07:24:19;839083.5279 6515384.019;841681.7438 6516330.666
21080;07:24:19;843653.2412 6511679.292;842612.9521 6512391.827
21081;07:24:19;843653.2412 6511679.292;842612.9521 6512391.827
21082;07:24:19;842677.0153 6520360.372;846231.709 6521643.141
21083;07:24:20;843653.2412 6511679.292;842612.9521 6512391.827
21084;07:24:20;844811.9719 6520274.546;843636.4304 6520842.307
21085;07:24:20;840764.1547 6514606.161;842091.8706 6516741.76
21086;07:24:20;843653.2412 6511679.292;842612.9521 6512391.827
21087;07:24:20;846330.62 6519299.029;838425.764 6519833.21
21088;07:24:20;845198.4812 6520258.468;848410.0004 6518585.079
21089;07:24:20;843635.905 6518240.772;843065.3971 6519053.214
21090;07:24:20;837520.5794 6518364.542;840757.0095 6514681.71
21091;07:24:20;839639.9883 6521569.079;841981.7693 6522004.569
21092;07:24:20;838488.018 6515283.056;838251.6393 6516497.495
21093;07:24:20;842038.6114 6521347.924;842680.013 6520119.069
21094;07:24:20;842082.7369 6519893.045;842859.2237 6518699.182
21095;07:24:20;840764.1547 6514606.161;848103.3869 6518241.517
21096;07:24:21;845167.0598 6518442.31;845645.4468 6522082.887
21097;07:24:21;840764.1547 6514606.161;843492.4008 6520135.059
21098;07:24:21;841005.5196 6515586.674;841657.3373 6520577.055
21099;07:24:21;844177.0345 6515850.83;844821.4528 6517632.134
21100;07:24:21;840764.1547 6514606.161;842454.9016 6515949.418
21101;07:24:21;847666.2386 6519292.845;845419.6458 6518120.597
21102;07:24:21;848686.5822 6519991.76;844763.4366 6520161.541
21103;07:24:21;844248.139 6515945.29;843690.4021 6520828.02
21104;07:24:21;842538.3832 6512317.894;848030.8359 6516071.329
21105;07:24:21;842668.8681 6520303.484;842463.3564 6518768.846
21106;07:24:21;844288.9585 6514512.87;839693.548 6519538.326
21107;07:24:21;841673.3388 6523302.842;839703.9374 6520283.378
21108;07:24:21;843653.2412 6511679.292;840757.0095 6514681.71
21109;07:24:21;837520.5794 6518364.542;838872.232 6517782.041
21110;07:24:21;843126.7621 6518339.556;841319.8997 6520445.615
21111;07:24:22;844505.5882 6519000.673;841072.8862 6515438.509
21112;07:24:22;841188.7607 6515730.224;841938.4392 6516315.131
21113;07:24:22;844074.5323 6520674.131;842612.9521 6512391.827
21114;07:24:22;842064.3496 6523370.886;839591.5419 6518707.294
21115;07:24:22;842538.3832 6512317.894;848030.8359 6516071.329
21116;07:24:22;838494.7422 6521231.894;843049.857 6522399.001
21117;07:24:22;838297.0179 6519808.649;840633.8687 6519065.443
21118;07:24:22;844288.9585 6514512.87;843670.4845 6517992.759
21119;07:24:22;843286.5014 6517986.103;841354.2728 6518103.377
21120;07:24:22;847894.2626 6516121.358;845280.6725 6519475.276
21121;07:24:23;837520.5794 6518364.542;838412.6411 6518779.452
21122;07:24:23;846149.3513 6514582.18;842612.9521 6512391.827
21123;07:24:23;847405.1424 6522371.882;842047.4217 6518563.703
21124;07:24:23;838488.018 6515283.056;837603.1631 6518446.139
21125;07:24:23;841673.3388 6523302.842;840809.3775 6522326.334
21126;07:24:23;844288.9585 6514512.87;847965.703 6517740.451
21127;07:24:23;843260.2345 6517909.856;848030.8359 6516071.329
21128;07:24:23;846808.4949 6516355.294;844998.5531 6517080.778
21129;07:24:23;841020.5335 6518377.178;848030.8359 6516071.329
