ID;DEPARTURE;ORIGIN;DESTINATION
19108;08:00:46;846976.1304 6519525.235;846518.0824 6520093.998
19115;08:00:47;844916.3515 6522766.351;845075.215 6522252.911
19117;08:00:47;843072.6851 6519749.427;844384.1935 6519765.981
19119;08:00:48;843502.225 6522305.774;846507.2666 6519505.003
19121;08:00:48;847214.1777 6522231.717;845090.7396 6522982.972
19124;08:00:48;847332.4858 6521598.677;843462.4736 6520067.727
19125;08:00:48;845988.8943 6521570.097;844689.9054 6522351.114
19132;08:00:49;846699.1919 6521720.468;846017.92 6522385.656
19134;08:00:49;845142.7838 6520678.15;844704.2644 6519939.482
19136;08:00:49;844251.9836 6520020.307;846215.107 6520736.602
19137;08:00:49;844706.0859 6519981.378;845942.7064 6520431.549
19140;08:00:50;844452.8854 6521128.804;844445.7948 6519373.937
19141;08:00:50;847995.669 6520077.252;845681.6448 6521988.025
19145;08:00:51;847332.4858 6521598.677;843108.9087 6520124.375
19147;08:00:51;845408.4446 6519512.19;844372.9305 6519658.432
19164;08:00:54;843114.5913 6519910.649;843349.01 6521517.51
19165;08:00:54;843934.2405 6520142.81;844433.4852 6520008.537
19176;08:00:55;844778.1451 6521152.487;844714.9042 6519819.346
19183;08:00:57;847925.9983 6519267.222;845114.6856 6522141.652
19186;08:00:57;846215.107 6520736.602;844435.0683 6520868.368
19191;08:00:57;844704.2644 6519939.482;845642.5536 6520098.702
19193;08:00:57;845398.1165 6523282.866;844685.6093 6522632.049
19209;08:01:01;846452.4846 6522808.396;844720.6821 6522350.09
19216;08:01:02;844498.5663 6520807.013;845169.7755 6520267.707
19222;08:01:03;844714.6087 6519789.348;845609.111 6523238.979
19223;08:01:03;847629.0183 6520243.262;848239.4032 6518628.467
19224;08:01:03;847181.2749 6519185.662;846436.285 6519590.165
19226;08:01:03;848384.0477 6519449.015;846530.3992 6520201.791
19233;08:01:04;845188.4883 6521545.334;846128.2983 6520203.56
19234;08:01:04;845109.0078 6520469.292;845411.7134 6521947.182
19237;08:01:05;843481.8564 6519806.746;844541.6231 6522047.697
19239;08:01:05;844584.7836 6522652.183;844445.7948 6519373.937
19240;08:01:05;845690.4015 6521471.645;846297.0852 6522469.157
19247;08:01:07;844758.1108 6522307.43;847062.7262 6522192.95
19262;08:01:09;845675.2238 6519508.52;846096.8849 6522566.642
19263;08:01:09;844308.6758 6520452.636;843446.4415 6520574.039
19264;08:01:09;845045.1179 6521634.607;843481.8564 6519806.746
19267;08:01:09;847427.3808 6520140.218;844682.3803 6519207.364
19271;08:01:09;846276.3808 6521701.893;848094.1605 6520634.2
19277;08:01:10;845848.0464 6519695.911;846011.9322 6522386.04
19281;08:01:11;846297.0852 6522469.157;845149.0715 6519760.047
19287;08:01:12;845282.7142 6520979.936;845392.8365 6521646.815
19288;08:01:12;845960.5069 6520146.942;846054.2107 6521094.897
19293;08:01:13;848684.6951 6519984.535;848000.3393 6518980.974
19295;08:01:13;843776.4001 6520757.763;844469.11 6521382.111
19296;08:01:13;846120.9922 6520314.469;845344.8547 6519505.129
19299;08:01:13;844305.4586 6520325.818;843069.7896 6520207.013
19313;08:01:16;846461.4239 6520107.048;848159.0963 6519872.766
19315;08:01:17;845428.6238 6520760.119;846635.4783 6522532.841
19320;08:01:18;846896.7879 6519219.522;845644.2553 6519863.248
19325;08:01:18;843983.5553 6520327.251;844771.7963 6519425.12
19330;08:01:19;845238.8396 6520994.449;844808.9607 6520697.089
19333;08:01:19;845990.1317 6520455.76;845310.2478 6520605.132
19334;08:01:19;843657.1883 6520686.169;848293.5291 6519728.577
19337;08:01:19;843841.3761 6520327.768;845049.533 6520584.521
19344;08:01:20;846489.7765 6519972.363;845041.3555 6522289.655
19353;08:01:21;846365.9093 6519857.093;843252.5483 6519771.396
19374;08:01:25;846030.2066 6519555.837;844788.4644 6519755.239
19384;08:01:27;846221.9656 6520091.838;844739.0092 6522359.857
19396;08:01:29;844810.047 6521447.73;845381.3349 6521964.65
19410;08:01:31;846705.6858 6519596.388;846629.4182 6522623.784
19414;08:01:32;845169.9191 6519642.55;846904.4218 6519502.802
19433;08:01:35;847002.4827 6520092.255;846369.2992 6519714.988
19441;08:01:35;845796.2565 6520141.231;843410.1347 6519795.473
19453;08:01:37;844676.0198 6520797.865;843776.4001 6520757.763
19456;08:01:38;844120.9638 6519441.826;846701.6179 6522594.407
19458;08:01:38;843069.7896 6520207.013;843575.0561 6520807.546
19459;08:01:38;844620.9365 6519506.909;847322.4723 6519323.694
19462;08:01:38;844378.5284 6519928.864;844203.7481 6519459.322
19464;08:01:39;843391.2596 6520908.983;845089.9319 6519862.334
19472;08:01:41;845292.6892 6521543.358;846972.2486 6519965.671
19473;08:01:41;845622.9858 6520364.69;843690.7177 6521046.857
19477;08:01:42;846983.251 6519239.79;845651.6533 6519969.142
19484;08:01:43;845110.8336 6520589.304;845975.6635 6519578.421
19486;08:01:43;844738.764 6520654.244;847895.0866 6520121.482
19495;08:01:45;846120.9922 6520314.469;846011.9322 6522386.04
19506;08:01:46;846636.1847 6520480.986;845932.4228 6520720.039
19512;08:01:47;844765.1607 6519208.854;845229.1123 6521800.046
19514;08:01:47;845988.2228 6521156.644;843211.6657 6519818.562
19524;08:01:49;845989.603 6522546.721;843173.65 6520020.598
19527;08:01:49;843855.3436 6522247.061;846053.5406 6519620.82
19539;08:01:50;843926.0622 6520690.249;844546.4212 6522103.351
19551;08:01:52;844639.8538 6520221.61;844879.8053 6520990.403
19556;08:01:53;847433.5286 6519592.715;845639.0803 6519627.47
19558;08:01:53;845308.9271 6520857.812;844675.965 6519415.728
19562;08:01:54;844784.1451 6521152.461;847016.961 6522245.198
19564;08:01:54;846618.7059 6519592.087;843941.3852 6520566.797
19568;08:01:55;844670.856 6520685.327;844416.4126 6519551.264
19569;08:01:55;846491.4 6520871.708;844716.9035 6520667.338
19571;08:01:56;844420.8601 6520635.64;847875.8043 6520185.528
19572;08:01:56;846310.47 6519735.613;843650.5539 6520737.111
19573;08:01:56;843741.6425 6520167.176;843571.3249 6520834.118
19574;08:01:56;843521.3643 6520073.411;843855.3436 6522247.061
19586;08:01:57;844999.9064 6520908.077;844061.4482 6520751.189
19590;08:01:57;845644.5107 6519952.75;844729.3039 6519620.21
19601;08:01:59;845715.4189 6519649.438;845187.8679 6521013.237
19605;08:02:00;845169.7755 6520267.707;844682.3803 6519207.364
19609;08:02:00;843561.6331 6519819.72;844680.2916 6519462.764
19615;08:02:01;845377.1884 6520765.565;843656.9246 6519834.17
19619;08:02:02;847926.9722 6518875.851;845775.3136 6520793.564
19623;08:02:03;845025.8388 6522046.908;846506.9502 6522773.04
19630;08:02:04;845238.8009 6520117.676;846166.0548 6522557.511
19632;08:02:04;844273.235 6519380.977;844515.99 6521268.065
19642;08:02:05;844783.4909 6520671.412;844160.1334 6520819.045
19645;08:02:06;846120.9922 6520314.469;845350.6922 6521772.409
19647;08:02:06;844618.261 6519559.143;845839.945 6522063.99
19649;08:02:06;844806.7734 6521095.445;843466.9239 6519682.242
19650;08:02:06;845452.5473 6520761.304;844738.764 6520654.244
19652;08:02:06;844723.0419 6520642.157;844212.3024 6520912.543
19660;08:02:07;845175.8607 6519641.715;845775.4562 6520787.566
19663;08:02:08;846874.1398 6519542.655;847622.5742 6520558.14
19664;08:02:08;844999.9064 6520908.077;844987.6017 6519778.478
19665;08:02:08;844738.3997 6519537.449;845129.2299 6521191.802
19666;08:02:08;844729.3039 6519620.21;843460.8173 6519941.773
19667;08:02:09;844758.1108 6522307.43;846011.9322 6522386.04
19668;08:02:09;846231.709 6521643.141;845131.4419 6522083.842
19673;08:02:09;843854.1778 6520243.008;844521.68 6519935.298
19676;08:02:09;843888.9054 6522572.205;845827.0828 6522278.073
19677;08:02:09;846215.107 6520736.602;843489.1605 6519905.643
19692;08:02:11;845679.3958 6521292.671;843109.1731 6519755.709
19697;08:02:11;844500.0684 6522264.556;846671.0543 6522572.571
19698;08:02:12;843339.8648 6520200.029;845487.2306 6521668.15
19700;08:02:12;847220.79 6520256.378;844729.3039 6519620.21
19705;08:02:12;846312.9487 6520838.909;847666.2386 6519292.845
19707;08:02:13;846962.6097 6521594.248;846215.107 6520736.602
19713;08:02:13;846468.6902 6521511.341;844884.3968 6522704.502
19714;08:02:13;844176.6574 6520512.849;846748.2585 6522350.309
19716;08:02:14;844507.1599 6520652.251;845969.6034 6522576.87
19728;08:02:15;844384.1935 6519765.981;846472.4505 6522753.332
19729;08:02:15;848016.1 6519150.561;847895.0866 6520121.482
19730;08:02:15;844445.6587 6520824.935;844295.6489 6519246.21
19731;08:02:16;846677.9519 6521016.47;845324.1098 6519494.641
19732;08:02:16;847610.0451 6519615.394;844406.4393 6522407.188
19734;08:02:17;844546.7907 6522808.183;845033.7177 6521690.768
19736;08:02:17;846570.4953 6521028.01;846340.277 6522430.26
19743;08:02:18;843391.8371 6519900.107;844012.2754 6522712.842
19751;08:02:18;843529.4084 6520665.405;844887.4932 6519583.103
19760;08:02:19;848280.4165 6518630.977;844687.3733 6520942.495
19779;08:02:21;843782.2551 6520626.419;845084.4506 6521047.448
19781;08:02:22;843762.994 6520754.976;845545.3562 6521944.557
19800;08:02:24;844087.957 6522392.677;846526.091 6522622.425
19802;08:02:24;846982.0682 6521747.328;845381.3349 6521964.65
19807;08:02:25;847276.9955 6519320.775;845848.0464 6519695.911
19817;08:02:26;843479.4402 6519943.32;846350.8299 6522839.444
19819;08:02:27;845617.1839 6521390.693;844546.4212 6522103.351
19821;08:02:27;845308.9271 6520857.812;846894.5137 6522327.983
19822;08:02:27;843200.9745 6520115.655;845644.1313 6521744.162
19826;08:02:28;843086.1076 6520340.691;843561.6331 6519819.72
19841;08:02:29;845639.0803 6519627.47;843865.1488 6520130.184
19843;08:02:29;843066.933 6519629.325;845644.5107 6519952.75
19851;08:02:30;846395.0338 6523094.104;844927.6067 6521814.425
19859;08:02:31;846068.9455 6522473.38;845503.4573 6521922.797
19863;08:02:31;844491.1027 6519417.939;845772.5988 6521594.733
19868;08:02:32;847731.2716 6519630.969;846506.9502 6522773.04
19869;08:02:32;847749.0365 6520149.066;846691.196 6519161.709
19871;08:02:32;843086.1076 6520340.691;843269.5999 6519658.219
19872;08:02:32;846123.6567 6520267.877;843424.4595 6519901.349
19883;08:02:33;844987.6017 6519778.478;845474.5211 6522397.444
19884;08:02:33;847949.2456 6520615.996;847322.4723 6519323.694
19887;08:02:34;845429.4585 6520331.362;844421.5832 6519381.606
19894;08:02:35;847066.0941 6519157.352;843718.1375 6520307.698
19902;08:02:37;844824.5886 6520168.205;843906.675 6519918.367
19903;08:02:37;845644.2553 6519863.248;843193.7506 6519891.115
19909;08:02:38;845306.7003 6520820.547;845387.8735 6521692.241
19918;08:02:39;847941.6686 6518705.184;847690.8987 6520225.909
19919;08:02:39;843561.6331 6519819.72;844935.1997 6522264.708
19928;08:02:41;845870.5319 6521684.446;845350.6922 6521772.409
19931;08:02:41;843458.6418 6520486.044;845839.945 6522063.99
19946;08:02:42;845344.8547 6519505.129;844307.6244 6520398.182
19949;08:02:42;845059.889 6521285.348;844730.1072 6519850.852
19964;08:02:45;846845.1854 6520265.11;846862.3251 6519159.137
19967;08:02:45;843820.5089 6520848.842;843413.7145 6520260.586
19969;08:02:45;845191.4303 6519581.476;844690.7108 6520078.405
19976;08:02:46;845004.7759 6522247.468;846269.2219 6522412.585
19983;08:02:47;844777.4214 6520849.133;844884.3968 6522704.502
19984;08:02:47;843418.1928 6519736.388;843056.8928 6520326.68
19985;08:02:47;845114.6856 6522141.652;848024.525 6519976.863
19991;08:02:48;846655.5203 6520621.591;847434.9439 6519954.891
19998;08:02:49;844716.0551 6522286.247;845434.2998 6521897.733
20000;08:02:49;845149.0715 6519760.047;845186.7089 6521928.587
20003;08:02:49;845765.8437 6519850.584;845588.2999 6521383.538
20004;08:02:49;844895.737 6521237.38;845786.9721 6522461.515
20016;08:02:51;844371.6396 6519689.456;845542.4401 6521806.04
20025;08:02:52;843062.7584 6520747.435;843807.5553 6520972.385
20033;08:02:53;844836.8047 6520012.979;844371.5015 6519794.947
20036;08:02:54;844605.6791 6519935.324;845282.7142 6520979.936
20049;08:02:56;846428.0489 6521667.155;845051.8077 6519600.39
20056;08:02:57;843388.1519 6519921.362;845050.6019 6521963.281
20064;08:02:58;847038.4243 6519533.259;846357.719 6522969.425
20066;08:02:58;847425.6866 6520081.303;848392.1649 6520045.728
20073;08:02:59;843547.291 6522334.244;846011.9322 6522386.04
20074;08:03:00;844502.0154 6519394.83;844439.3368 6522415.482
20079;08:03:00;846111.75 6520510.14;844682.3803 6519207.364
20084;08:03:00;844905.334 6521398.878;846538.1634 6522594.202
20086;08:03:01;847941.6686 6518705.184;843886.7938 6519990.052
20087;08:03:01;843063.5691 6520640.454;846223.4431 6519407.615
20092;08:03:02;845644.2553 6519863.248;843730.4245 6522187.217
20093;08:03:02;846395.0338 6523094.104;845075.215 6522252.911
20095;08:03:02;843606.6693 6522438.415;845093.5954 6522829.416
20101;08:03:03;843086.1076 6520340.691;844618.261 6519559.143
20103;08:03:03;847743.6225 6520215.356;844479.6244 6520308.567
20125;08:03:06;847009.3707 6520259.044;844059.7043 6519592.67
20134;08:03:08;843918.166 6519814.117;846629.4182 6522623.784
20136;08:03:08;843910.7707 6520778.755;847878.1004 6520148.843
20150;08:03:10;845142.7838 6520678.15;843973.1194 6520871.305
20152;08:03:10;845169.4526 6520247.447;845310.0097 6519482.643
20154;08:03:10;844830.4513 6520740.791;845387.077 6521332.317
20155;08:03:10;847666.2386 6519292.845;846068.9455 6522473.38
20164;08:03:11;845224.6781 6520758.768;844415.2706 6519498.02
20165;08:03:12;847322.4723 6519323.694;844440.0221 6520950.622
20166;08:03:12;844554.6496 6520662.383;848253.8233 6520204.565
20171;08:03:12;843508.4482 6520797.101;844904.6664 6520873.024
20172;08:03:12;845389.3001 6523281.057;844263.8575 6520921.815
20175;08:03:12;845557.0872 6519947.064;844612.8562 6521004.099
20178;08:03:13;845620.839 6519507.831;846350.8299 6522839.444
20180;08:03:13;846596.5997 6521980.943;846416.4973 6522623.14
20181;08:03:13;846340.277 6522430.26;844530.5247 6522261.259
20183;08:03:13;845344.8547 6519505.129;845969.6034 6522576.87
20190;08:03:15;845232.8972 6519900.207;846635.4783 6522532.841
20194;08:03:15;845905.5999 6522034.305;846538.1634 6522594.202
20199;08:03:16;848159.0963 6519872.766;845545.3562 6521944.557
20202;08:03:16;846393.1328 6519321.466;847316.5033 6519323.085
20208;08:03:18;847001.5362 6521137.52;847276.9955 6519320.775
20210;08:03:18;845454.971 6521350.638;845933.2735 6522093.98
20211;08:03:18;845052.6028 6521112.233;846154.2912 6521406.356
20214;08:03:18;843108.9087 6520124.375;844686.3533 6522369.914
20238;08:03:21;843418.1928 6519736.388;847062.7262 6522192.95
20241;08:03:22;845016.2867 6521186.946;845345.1388 6521770.137
20245;08:03:22;845545.084 6523190.022;845328.5998 6519963.13
20246;08:03:22;846924.9702 6521121.245;847939.8894 6519230.565
20249;08:03:23;844690.7108 6520078.405;845433.0194 6521653.37
20252;08:03:23;843790.2418 6520045.324;844887.4932 6519583.103
20263;08:03:24;846043.7861 6521668.036;844522.7356 6519937.857
20265;08:03:24;844701.7644 6521604.716;843252.5483 6519771.396
20266;08:03:24;845818.937 6520397.259;844669.4036 6520551.876
20267;08:03:24;845645.0623 6519627.934;843532.3783 6520006.763
20268;08:03:24;843600.8063 6522437.141;843541.4213 6519952.545
20272;08:03:26;845926.7407 6519460.066;844535.5508 6522279.958
20275;08:03:26;844676.0198 6520797.865;844725.7045 6519680.113
20279;08:03:26;847160.3224 6519378.444;845381.3349 6521964.65
20301;08:03:29;845675.2238 6519508.52;843195.7165 6520141.081
20302;08:03:29;844460.7232 6519201.304;846091.1116 6522406.951
20303;08:03:29;843818.8675 6520376.948;844980.0265 6521589.347
20305;08:03:29;846655.5203 6520621.591;843788.9858 6520668.151
20307;08:03:29;844986.349 6520725.213;845504.2346 6522041.658
20308;08:03:29;846227.0532 6521758.315;845681.1935 6521897.872
20310;08:03:29;843637.2733 6522366.361;843201.6438 6520539.981
20320;08:03:31;846601.8409 6520688.589;844730.1072 6519850.852
20329;08:03:32;845413.094 6523209.4;844541.6231 6522047.697
20343;08:03:34;844172.5103 6522410.586;847137.2455 6521928.978
20345;08:03:34;846391.6054 6521670.064;843762.994 6520754.976
20349;08:03:35;844723.0419 6520642.157;844545.6199 6521581.249
20353;08:03:36;845557.0872 6519947.064;844445.7948 6519373.937
20354;08:03:36;845824.1709 6519620.919;846890.4852 6519541.935
20367;08:03:38;843530.5815 6521854.193;846416.4973 6522623.14
20376;08:03:38;846969.3665 6519364.981;843588.0189 6520286.879
20379;08:03:39;843223.2141 6521533.66;843658.2441 6521039.432
20391;08:03:40;845975.0415 6519854.766;845926.4416 6520719.566
20396;08:03:42;844780.7372 6520923.693;844988.0266 6522725.834
20397;08:03:43;843687.206 6520101.474;844687.1192 6520293.816
20398;08:03:43;845919.3324 6519575.416;844682.3803 6519207.364
20413;08:03:44;843481.8564 6519806.746;843343.0594 6521512.829
20417;08:03:44;845742.8428 6520884.212;846336.4948 6521709.245
20428;08:03:46;844630.0877 6521215.856;844697.3757 6519207.735
20439;08:03:47;845104.175 6520114.827;845645.0623 6519627.934
20441;08:03:47;847435.822 6519400.609;846521.5164 6519661.376
20444;08:03:48;844913.6511 6521651.194;844452.8854 6521128.804
20448;08:03:49;845184.0533 6521145.513;844108.2486 6519547.945
20461;08:03:50;843833.364 6520764.721;844075.9404 6519917.594
20475;08:03:54;843529.4084 6520665.405;844725.8461 6519674.115
20481;08:03:54;847152.3525 6521201.715;844649.7872 6519206.557
20490;08:03:55;843564.9876 6522345.423;844686.3533 6522369.914
20491;08:03:55;843320.2665 6520300.613;844694.004 6519454.278
20499;08:03:57;843267.0717 6521180.243;846311.4018 6523021.639
20500;08:03:57;844612.8562 6521004.099;845521.1384 6519743.691
20504;08:03:58;845622.9858 6520364.69;846506.9502 6522773.04
20508;08:03:59;844783.4909 6520671.412;845826.4022 6519434.094
20520;08:04:01;846019.6187 6520262.068;845458.7334 6521457.317
20527;08:04:01;845377.1884 6520765.565;845697.4916 6521746.242
20531;08:04:02;845089.4118 6522874.86;847971.7978 6518939.185
20533;08:04:02;843414.1561 6521737.975;846452.4846 6522808.396
20534;08:04:03;844068.2774 6519433.924;846569.6344 6522718.996
20539;08:04:03;845826.4022 6519434.094;847316.5033 6519323.085
20546;08:04:04;844923.6702 6519857.294;843471.1748 6519997.556
20550;08:04:05;844682.3803 6519207.364;844618.0369 6522729.318
20552;08:04:05;845675.2238 6519508.52;846143.23 6522628.899
20560;08:04:07;846251.6954 6519984.336;844703.3303 6522342.77
20567;08:04:08;845231.8638 6520271.141;846106.2291 6522468.002
20571;08:04:08;847327.4074 6520475.845;847155.8516 6521023.472
20574;08:04:09;844690.7108 6520078.405;846315.926 6522213.068
20579;08:04:09;846969.3665 6519364.981;843218.5117 6520880.059
20580;08:04:09;844817.3398 6520698.15;843945.4332 6519662.304
20589;08:04:10;844209.6383 6520300.348;843910.7707 6520778.755
20600;08:04:12;843749.8838 6520754.144;846561.4037 6519647.37
20601;08:04:12;844809.7697 6522837.148;844922.8957 6519758.413
20602;08:04:12;848000.3393 6518980.974;845651.1134 6522084.86
20610;08:04:13;846928.5159 6521577.138;845156.4337 6521350.481
20612;08:04:13;844988.5297 6519678.874;848552.6507 6520020.992
20617;08:04:14;843110.996 6520073.566;844727.5941 6520555.813
20619;08:04:14;844719.429 6520012.099;846902.7055 6519220.512
20625;08:04:15;847205.7737 6521739.35;846866.7963 6522349.536
20628;08:04:15;843080.382 6520973.157;843066.933 6519629.325
20629;08:04:15;843181.2333 6520661.713;846001.3137 6522533.263
20635;08:04:16;843932.383 6520648.353;848159.0963 6519872.766
20642;08:04:16;845184.0533 6521145.513;845827.0828 6522278.073
20649;08:04:17;844535.5508 6522279.958;846652.3402 6519616.218
20661;08:04:19;846444.988 6520289.98;843216.1303 6519766.103
20676;08:04:21;843424.4595 6519901.349;843064.3153 6520732.153
20683;08:04:22;846136.8137 6520104.022;844774.7669 6520792.436
20699;08:04:24;845947.4442 6520354.771;847803.3499 6519637.171
20705;08:04:24;848405.7553 6519933.863;843496.7893 6520220.559
20706;08:04:24;846310.47 6519735.613;844546.4212 6522103.351
20729;08:04:27;845869.3559 6520658.559;846635.4783 6522532.841
20731;08:04:27;846368.821 6521690.022;844802.4519 6520714.057
20742;08:04:29;846476.4793 6521380.45;846538.1634 6522594.202
20745;08:04:29;844507.1599 6520652.251;846629.4182 6522623.784
20747;08:04:30;846706.7237 6521016.047;846341.9163 6522654.685
20748;08:04:30;846963.5418 6519536.506;845818.937 6520397.259
20749;08:04:30;843670.9361 6520609.058;844227.4309 6520182.834
20752;08:04:30;847979.9919 6518696.111;845542.6484 6521931.898
20756;08:04:30;848056.7286 6520143.235;845542.4401 6521806.04
20759;08:04:31;848303.4862 6518921.643;846011.9322 6522386.04
20763;08:04:32;844794.1961 6521085.3;846111.2423 6520607.047
20782;08:04:34;845016.2867 6521186.946;847966.1608 6519656.646
20785;08:04:35;843283.3115 6521083.982;844212.3024 6520912.543
20786;08:04:35;846178.9025 6519718.238;845032.7063 6521641.786
20791;08:04:35;846395.0338 6523094.104;844535.5508 6522279.958
20793;08:04:36;848051.6936 6519849.773;844922.8957 6519758.413
20795;08:04:36;845064.6825 6519680.674;843600.0427 6520204.96
20797;08:04:36;845664.9067 6519962.622;845349.395 6523142.706
20822;08:04:38;844772.8111 6520791.292;844725.8461 6519674.115
20823;08:04:39;846336.4948 6521709.245;843886.7938 6519990.052
20837;08:04:40;846487.2877 6520816.348;846635.4783 6522532.841
20839;08:04:40;846387.3382 6522178.753;844833.6594 6520041.85
20841;08:04:40;845619.8875 6521184.546;846232.9783 6523084.196
20846;08:04:41;847405.3721 6521314.945;845153.8935 6519756.477
20850;08:04:41;843509.9923 6520132.872;844075.9404 6519917.594
20866;08:04:43;846179.2721 6519728.231;843492.4008 6520135.059
20896;08:04:47;847936.5697 6520432.404;845960.5069 6520146.942
20906;08:04:49;843259.923 6520887.255;845215.456 6523009.475
20917;08:04:50;845173.4893 6520712.966;845657.5928 6520873.301
20925;08:04:52;846120.9922 6520314.469;845619.8875 6521184.546
20933;08:04:53;847408.3546 6520599.352;845114.6856 6522141.652
20944;08:04:54;844289.2839 6519339.886;845437.6494 6521654.125
20945;08:04:54;845874.8648 6521576.059;846395.0338 6523094.104
20946;08:04:55;845377.1884 6520765.565;845838.5083 6522091.726
20950;08:04:56;843915.3452 6520252.337;845069.7429 6521475.585
20978;08:05:01;844730.8909 6520609.122;846007.525 6520201.377
20986;08:05:02;845644.2553 6519863.248;845229.1123 6521800.046
21003;08:05:03;845622.9858 6520364.69;845321.1861 6522210.524
21006;08:05:03;845301.1851 6521250.303;844698.267 6520246.943
21007;08:05:04;844065.7579 6520004.823;844433.2233 6519541.154
21015;08:05:05;848046.8144 6519667.317;846574.8101 6522274.791
21022;08:05:06;845843.1263 6519680.457;844545.6199 6521581.249
21028;08:05:06;843313.9199 6521489.907;844544.797 6522674.255
21031;08:05:07;843404.6731 6520314.804;846355.2836 6519520.26
21035;08:05:07;845487.2306 6521668.15;846011.9322 6522386.04
21047;08:05:08;844835.0235 6521104.928;845556.2592 6519953.007
21048;08:05:08;845905.8821 6519879.461;844904.6664 6520873.024
21055;08:05:09;844856.2305 6520766.766;846399.8464 6523097.687
21057;08:05:09;845726.7929 6520381.74;847136.8216 6519547.837
21065;08:05:10;848159.0963 6519872.766;847698.1926 6520775.461
21066;08:05:10;846478.2012 6519867.536;847045.4806 6519126.536
21072;08:05:11;844827.0129 6520102.86;846634.8581 6520017.124
21083;08:05:12;846972.2486 6519965.671;846691.196 6519161.709
21084;08:05:12;843561.6331 6519819.72;845434.2998 6521897.733
21088;08:05:13;847384.027 6519253.345;845468.8598 6521718.599
21092;08:05:14;844151.6415 6519228.159;843554.9893 6520483.392
21093;08:05:14;843269.5999 6519658.219;843489.1094 6520922.048
21096;08:05:14;843888.9054 6522572.205;844804.9608 6520341.029
21101;08:05:16;844706.0886 6520668.557;845619.8875 6521184.546
21104;08:05:16;848350.6056 6519297.6;846652.3402 6519616.218
21111;08:05:17;846804.8316 6522275.849;846011.9322 6522386.04
21118;08:05:17;847094.0612 6520096.571;845170.4558 6519876.458
21129;08:05:19;844810.047 6521447.73;846535.793 6519775.614
21140;08:05:21;848193.2604 6519138.925;845392.0256 6522008.923
21143;08:05:21;843600.8063 6522437.141;846191.4935 6522053.475
21147;08:05:22;843491.806 6519746.995;846475.3406 6522632.321
21151;08:05:22;844221.9763 6519790.082;846542.8003 6521467.567
21152;08:05:22;847560.6093 6519261.94;847167.3482 6520122.867
21156;08:05:23;844134.7501 6520840.665;844714.9042 6519819.346
21162;08:05:24;843608.387 6520147.393;844221.9763 6519790.082
21173;08:05:26;846569.1503 6520074.444;845474.5211 6522397.444
21175;08:05:26;845049.533 6520584.521;845470.3742 6522408.454
21179;08:05:26;845681.1935 6521897.872;845084.537 6521683.55
21183;08:05:27;847276.9955 6519320.775;845104.175 6520114.827
21184;08:05:27;846120.9922 6520314.469;848148.5001 6519686.739
21188;08:05:28;845171.33 6520365.239;846270.8691 6522406.815
21190;08:05:28;844732.7948 6519423.907;845033.7177 6521690.768
21199;08:05:29;846015.0154 6520357.489;844272.5762 6519871.942
21201;08:05:29;845182.7467 6519521.286;845932.4228 6520720.039
21212;08:05:30;846270.8691 6522406.815;843388.1519 6519921.362
21213;08:05:30;845949.6485 6521961.071;847581.0888 6519515.271
21215;08:05:30;845391.6119 6519927.238;844765.1607 6519208.854
21228;08:05:32;845818.937 6520397.259;845645.4468 6522082.887
21233;08:05:33;846551.4304 6519381.266;846008.8582 6520452.873
21237;08:05:34;845110.8336 6520589.304;843718.1375 6520307.698
21243;08:05:35;844264.9117 6520683.518;843352.0847 6520635.71
21246;08:05:35;846487.2877 6520816.348;845206.1388 6520898.145
21250;08:05:35;846976.1304 6519525.235;844720.6821 6522350.09
21251;08:05:35;844486.7475 6522567.017;845960.4283 6522563.119
21254;08:05:36;845547.3748 6521597.788;843269.5999 6519658.219
21256;08:05:36;845004.7179 6522751.44;846866.7963 6522349.536
21258;08:05:36;843945.2577 6520070.866;846297.0852 6522469.157
21262;08:05:37;845784.4381 6520589.564;845186.7089 6521928.587
21266;08:05:37;848392.1649 6520045.728;845374.1244 6519633.266
21271;08:05:38;845743.5334 6521694.136;844927.6067 6521814.425
21275;08:05:38;843312.3899 6521345.039;845639.8947 6521520.489
21278;08:05:39;843116.7159 6521727.695;843112.4306 6519885.416
21280;08:05:39;844994.2644 6521672.927;845548.0859 6521808.071
21284;08:05:40;846862.3251 6519159.137;844738.2971 6520431.654
21290;08:05:40;846689.213 6522022.182;845548.0859 6521808.071
21304;08:05:42;847567.81 6520255.23;847667.4793 6519402.847
21307;08:05:42;846543.9428 6521240.231;845229.1123 6521800.046
21308;08:05:42;846053.5406 6519620.82;845508.9054 6519964.454
21314;08:05:43;845051.8077 6519600.39;845069.6602 6521634.142
21320;08:05:44;847001.5362 6521137.52;847214.7942 6520256.154
21321;08:05:44;844738.764 6520654.244;844721.0665 6521674.965
21338;08:05:46;843992.3817 6520266.076;845025.8388 6522046.908
21343;08:05:46;846618.7059 6519592.087;847925.9983 6519267.222
21354;08:05:47;845452.5473 6520761.304;846657.0246 6522494.553
21356;08:05:48;845796.2565 6520141.231;845681.1935 6521897.872
21359;08:05:48;848250.212 6520000.085;845969.6034 6522576.87
21367;08:05:50;844401.7433 6520395.953;844670.1626 6519417.108
21368;08:05:50;844703.5598 6519852.65;844992.5452 6520364.343
21378;08:05:51;845109.7048 6520745.245;847405.1424 6522371.882
