ID;DEPARTURE;ORIGIN;DESTINATION
51429;09:08:56;847666.7776 6519335.069;845525.0205 6519495.758
51430;09:08:56;846487.2877 6520816.348;844682.3803 6519207.364
51433;09:08:56;846178.9025 6519718.238;847002.4827 6520092.255
51436;09:08:57;845156.4337 6521350.481;847317.9831 6520357.534
51443;09:08:57;845437.964 6520234.922;844719.429 6520012.099
51445;09:08:58;844482.8821 6520647.797;844721.0665 6521674.965
51448;09:08:58;844777.4214 6520849.133;847384.027 6519253.345
51449;09:08:58;844687.3733 6520942.495;844682.3803 6519207.364
51454;09:08:58;848392.1649 6520045.728;845392.8365 6521646.815
51459;09:08:59;843779.5658 6520964.915;843983.9968 6519423.911
51464;09:08:59;843594.8923 6521145.595;843201.6438 6520539.981
51467;09:09:00;843862.6622 6520985.904;845411.7134 6521947.182
51472;09:09:00;846121.0443 6520313.558;845324.1098 6519494.641
51481;09:09:01;843646.3357 6520948.225;843205.7261 6519817.713
51482;09:09:01;844384.1935 6519765.981;845172.8088 6520593.999
51484;09:09:02;844617.4845 6521137.506;845084.537 6521683.55
51492;09:09:03;847667.4793 6519402.847;845657.5928 6520873.301
51498;09:09:04;843637.2733 6522366.361;844003.2795 6519287.992
51499;09:09:04;844436.423 6519364.8;845051.8077 6519600.39
51506;09:09:05;845187.8679 6521013.237;845767.8087 6521829.003
51507;09:09:05;847382.5937 6519771.458;846153.2389 6519928.42
51513;09:09:05;847095.7547 6521325.286;845664.9067 6519962.622
51516;09:09:06;847414.4918 6521161.87;845649.8669 6521745.924
51518;09:09:06;843581.6513 6519697.753;845114.7801 6521112.592
51519;09:09:06;845031.7286 6522882.382;844533.9888 6521382.139
51527;09:09:07;845639.8947 6521520.489;846184.3778 6522412.747
51531;09:09:07;844995.5162 6521592.121;844822.1592 6520732.436
51534;09:09:07;843092.349 6520273.077;845302.9094 6521636.909
51539;09:09:08;848300.8337 6518902.695;846136.8137 6520104.022
51540;09:09:08;846521.5164 6519661.376;848390.4089 6519796.859
51547;09:09:09;843575.5289 6522329.957;845890.8256 6519474.486
51548;09:09:09;846977.0767 6520665.944;848369.5106 6520189.637
51549;09:09:09;844808.9607 6520697.089;846112.4941 6520508.357
51551;09:09:10;843428.0686 6520145.397;844421.5832 6519381.606
51555;09:09:10;848293.5291 6519728.577;844134.7501 6520840.665
51556;09:09:10;845742.6672 6520693.249;843676.045 6519709.17
51562;09:09:12;846136.8137 6520104.022;845270.4956 6522972.456
51564;09:09:12;843620.3381 6522392.624;845942.7064 6520431.549
51565;09:09:12;847052.24 6519902.641;844308.2154 6520276.08
51567;09:09:13;843062.7584 6520747.435;844433.4852 6520008.537
51568;09:09:13;843560.9061 6521279.31;846501.0052 6520820.674
51579;09:09:14;845923.7177 6520007.534;845593.9706 6521424.979
51591;09:09:15;844898.3097 6520803.334;848284.327 6519397.285
51594;09:09:16;844134.7501 6520840.665;844887.4932 6519583.103
51597;09:09:16;845593.9706 6521424.979;846977.0767 6520665.944
51598;09:09:16;845469.2767 6519963.514;845049.533 6520584.521
51599;09:09:16;848159.0963 6519872.766;845350.6922 6521772.409
51612;09:09:18;846925.6395 6519507.901;844088.7035 6522701.307
51615;09:09:18;845408.4446 6519512.19;845412.2966 6521942.167
51617;09:09:18;846120.9922 6520314.469;845644.5107 6519952.75
51628;09:09:19;844254.2322 6520189.204;844395.9705 6519623.479
51630;09:09:19;847753.457 6520675.706;845651.6533 6519969.142
51631;09:09:19;843123.1497 6520013.179;843676.045 6519709.17
51632;09:09:20;843259.9742 6522021.915;845487.2306 6521668.15
51635;09:09:20;844300.351 6522421.028;844994.6628 6521640.666
51646;09:09:21;844765.5275 6520101.273;845724.3095 6519635.209
51650;09:09:21;847327.6104 6520481.841;848468.4616 6519816.521
51651;09:09:21;843521.3643 6520073.411;844239.5393 6520086.663
51652;09:09:21;845051.8077 6519600.39;845644.1313 6521744.162
51653;09:09:22;845301.1851 6521250.303;847062.7262 6522192.95
51656;09:09:22;845004.7759 6522247.468;844676.6215 6519849.242
51659;09:09:22;845675.2238 6519508.52;843841.211 6522271.215
51663;09:09:23;844038.4706 6520273.0;844492.2963 6519412.059
51670;09:09:24;844030.6101 6519211.229;845932.7829 6520646.608
51672;09:09:24;846612.1098 6519563.132;844171.5554 6522398.287
51675;09:09:24;847227.3866 6519888.812;844922.8957 6519758.413
51677;09:09:25;846612.1098 6519563.132;843616.2352 6520091.394
51678;09:09:25;846825.0105 6519483.716;844621.0084 6520562.282
51679;09:09:25;845421.1181 6520587.974;843108.9087 6520124.375
51687;09:09:27;843070.9635 6520837.531;843855.3436 6522247.061
51688;09:09:27;843364.2808 6520049.591;845692.3658 6522082.493
51696;09:09:27;846062.0934 6521598.394;846658.4052 6519427.523
51700;09:09:28;844795.1086 6520707.0;843926.0622 6520690.249
51701;09:09:28;846972.2486 6519965.671;845329.0616 6519482.539
51704;09:09:28;845032.7063 6521641.786;844739.0092 6522359.857
51705;09:09:28;847974.5466 6518797.925;844511.048 6522274.144
51714;09:09:29;845755.2921 6520098.378;845226.0706 6521074.126
51724;09:09:31;843640.084 6520819.066;845346.5888 6523148.009
51727;09:09:31;844511.048 6522274.144;845387.3101 6523092.971
51730;09:09:32;847062.7262 6522192.95;846699.1919 6521720.468
51732;09:09:32;843657.1883 6520686.169;845182.619 6521287.832
51740;09:09:33;846057.1918 6521034.984;846178.9025 6519718.238
51743;09:09:33;844713.5928 6519686.237;843894.0257 6520896.109
51746;09:09:34;846551.4304 6519381.266;844178.2851 6519616.46
51751;09:09:34;846136.8137 6520104.022;844778.1451 6521152.487
51752;09:09:34;844531.2521 6522842.237;845049.2201 6522832.809
51753;09:09:34;846631.7863 6519584.056;844385.8827 6519646.977
51757;09:09:34;843966.0061 6520478.982;845651.6533 6519969.142
51758;09:09:35;846017.7294 6519426.685;846460.5566 6521656.665
51764;09:09:35;848468.4616 6519816.521;845645.4468 6522082.887
51776;09:09:37;847319.4627 6520420.887;848400.0346 6519783.464
51780;09:09:37;846136.8137 6520104.022;843718.1375 6520307.698
51781;09:09:38;845651.6533 6519969.142;844546.4212 6522103.351
51785;09:09:38;846000.7495 6520063.274;846705.6858 6519596.388
51791;09:09:39;847586.678 6519517.453;844676.6215 6519849.242
51794;09:09:39;846994.2527 6519125.083;846596.5997 6521980.943
51798;09:09:39;843945.2577 6520070.866;847568.2683 6519292.71
51802;09:09:40;846399.8464 6523097.687;848523.9288 6519849.553
51803;09:09:40;847122.6581 6520657.214;845742.7284 6519383.49
51806;09:09:40;843193.7506 6519891.115;844296.7514 6520260.294
51808;09:09:40;845995.9941 6521955.427;844884.7389 6521999.141
51810;09:09:41;847227.3866 6519888.812;846078.5609 6521345.412
51812;09:09:41;846111.7681 6520620.349;844151.6415 6519228.159
51813;09:09:41;845675.2238 6519508.52;848419.1415 6519637.594
51817;09:09:42;844793.9419 6519425.809;843575.0561 6520807.546
51820;09:09:42;845654.9552 6521606.38;844550.8505 6522738.813
51826;09:09:43;845409.2404 6523151.253;843489.1605 6519905.643
51829;09:09:43;843349.9537 6520128.02;846186.2816 6522407.057
51831;09:09:43;846783.6634 6521016.777;845487.2306 6521668.15
51832;09:09:43;844680.2916 6519462.764;846379.2981 6522944.391
51836;09:09:44;846054.2107 6521094.897;845210.9412 6519730.564
51837;09:09:44;845818.937 6520397.259;848385.7318 6519540.144
51838;09:09:45;844809.7697 6522837.148;847066.0941 6519157.352
51841;09:09:45;847836.1151 6520148.942;845282.7142 6520979.936
51845;09:09:45;844782.2572 6519524.043;843213.9517 6520025.982
51847;09:09:46;843955.3738 6520478.769;847016.961 6522245.198
51849;09:09:46;843195.7165 6520141.081;844682.3803 6519207.364
51868;09:09:48;843479.4402 6519943.32;845933.2735 6522093.98
51872;09:09:48;844706.0859 6519981.378;845991.2041 6521749.893
51881;09:09:50;844607.6599 6520861.792;843347.21 6520140.231
51882;09:09:50;846017.8679 6519518.886;846565.8386 6522156.204
51885;09:09:50;846356.5151 6519990.168;847098.0108 6519138.014
51886;09:09:51;845539.4639 6523178.975;844791.8262 6519678.672
51888;09:09:51;843581.6513 6519697.753;845838.5083 6522091.726
51894;09:09:52;846646.6257 6520093.817;845523.1422 6519517.377
51899;09:09:52;846192.3798 6520091.783;844513.7961 6519764.315
51900;09:09:53;845188.4883 6521545.334;844460.4681 6519389.346
51901;09:09:53;845387.3101 6523092.971;846226.6388 6521785.494
51902;09:09:53;846114.6138 6520446.592;845833.9252 6521112.699
51905;09:09:53;844037.6855 6519975.283;844016.1394 6519203.872
51907;09:09:53;845377.1884 6520765.565;843200.9745 6520115.655
51915;09:09:54;844440.0221 6520950.622;844175.4141 6519189.987
51920;09:09:55;845975.6635 6519578.421;845692.5013 6520876.351
51925;09:09:55;846867.3314 6520829.672;845153.8935 6519756.477
51927;09:09:56;845796.2565 6520141.231;846043.7861 6521668.036
51929;09:09:56;845765.8437 6519850.584;846353.3282 6520091.177
51935;09:09:57;844160.1334 6520819.045;843086.7267 6520842.01
51943;09:09:58;846628.1838 6520236.592;845089.5161 6521353.798
51949;09:09:58;848512.9394 6519842.035;845242.1295 6519993.478
51956;09:09:59;846599.667 6520649.138;846049.1051 6520614.425
51958;09:09:59;846589.7565 6521572.612;848219.0734 6518649.671
51962;09:09:59;844401.7433 6520395.953;843950.1231 6519573.99
51963;09:10:00;846179.1931 6522583.906;843977.6258 6519354.039
51967;09:10:00;848161.0664 6520117.901;845717.0864 6522001.086
51985;09:10:02;846614.6133 6521097.157;844835.0235 6521104.928
51987;09:10:02;847396.9736 6519828.804;845170.4558 6519876.458
51998;09:10:03;845796.2565 6520141.231;845011.1903 6519946.128
52001;09:10:03;843143.8085 6519886.858;845775.3136 6520793.564
52002;09:10:03;844184.2716 6519920.88;843820.179 6520453.67
52005;09:10:04;846910.6242 6519106.695;843690.4021 6520828.02
52007;09:10:04;845113.8596 6522925.425;847971.9308 6518901.42
52012;09:10:04;846959.207 6520665.515;845387.8735 6521692.241
52013;09:10:04;843547.291 6522334.244;844443.1783 6520835.108
52015;09:10:04;844380.633 6520533.197;845989.603 6522546.721
52017;09:10:05;846756.7368 6520745.091;844251.5851 6520701.056
52023;09:10:05;846329.9015 6521863.272;844221.9763 6519790.082
52030;09:10:06;845746.0519 6519734.588;844440.0221 6520950.622
52034;09:10:07;844436.423 6519364.8;847786.0982 6520049.617
52036;09:10:07;847817.2746 6520705.014;845588.2999 6521383.538
52046;09:10:08;846990.9572 6519177.768;844857.649 6519755.761
52050;09:10:09;845593.6463 6520865.488;848212.2093 6518933.879
52054;09:10:09;843250.6926 6522010.464;846902.7055 6519220.512
52058;09:10:10;844415.2706 6519498.02;844315.6721 6520616.715
52063;09:10:10;846097.2816 6520511.771;846100.9584 6522134.629
52064;09:10:10;848118.0358 6520129.082;843343.0594 6521512.829
52068;09:10:11;845413.094 6523209.4;843218.0621 6520449.448
52071;09:10:11;847098.7211 6520369.331;843632.6492 6522026.189
52072;09:10:11;844736.0287 6521346.913;845093.5954 6522829.416
52075;09:10:12;844877.3947 6520926.501;844545.6199 6521581.249
52083;09:10:13;843561.6331 6519819.72;843841.3761 6520327.768
52087;09:10:13;846628.0386 6519624.524;843460.8173 6519941.773
52088;09:10:14;844356.7013 6519927.378;843140.6121 6519909.495
52089;09:10:14;844706.0229 6520017.79;843317.6397 6519780.692
52097;09:10:15;847965.4259 6518777.415;844374.4803 6519764.297
52098;09:10:15;845317.2424 6520309.819;845623.641 6521434.17
52102;09:10:15;843109.1731 6519755.709;846894.5137 6522327.983
52111;09:10:16;843863.4611 6522530.508;844884.7389 6521999.141
52116;09:10:17;843216.1303 6519766.103;846070.3427 6522467.545
52117;09:10:17;845870.5319 6521684.446;846184.3778 6522412.747
52127;09:10:18;845715.4189 6519649.438;846551.4304 6519381.266
52131;09:10:19;843461.5361 6520466.375;847152.3525 6521201.715
52134;09:10:19;848280.4165 6518630.977;845051.8077 6519600.39
52136;09:10:19;843115.4653 6520017.002;843540.0549 6520588.353
52145;09:10:20;845620.839 6519507.831;844054.0335 6520802.112
52150;09:10:20;845994.2803 6520631.717;846551.4304 6519381.266
52152;09:10:20;845238.8396 6520994.449;847836.1151 6520148.942
52155;09:10:20;846599.667 6520649.138;847780.2154 6519796.191
52157;09:10:21;846856.4305 6520678.039;845557.0872 6519947.064
52163;09:10:22;845172.8088 6520593.999;844468.269 6520310.986
52164;09:10:22;847222.1432 6520139.733;846612.1098 6519563.132
52168;09:10:22;845626.252 6519966.386;844054.0335 6520802.112
52174;09:10:23;845645.0084 6520368.307;844502.0154 6519394.83
52176;09:10:23;843955.3411 6519506.303;845975.0415 6519854.766
52178;09:10:23;844334.1917 6520028.905;844727.5941 6520555.813
52181;09:10:24;846023.7144 6521597.06;844884.7389 6521999.141
52183;09:10:24;843295.9945 6520442.763;843317.6397 6519780.692
52184;09:10:24;846964.4857 6519819.531;848098.9081 6518667.949
52187;09:10:24;845058.8374 6521514.839;844669.4036 6520551.876
52193;09:10:25;845421.1181 6520587.974;846212.5453 6520681.0
52197;09:10:26;843581.6513 6519697.753;847016.961 6522245.198
52205;09:10:27;846017.92 6522385.656;844686.3533 6522369.914
52210;09:10:27;844914.3555 6520449.14;848162.2837 6518811.592
52220;09:10:28;847126.2293 6521253.814;845052.2373 6521546.902
52224;09:10:28;847021.023 6522043.31;844687.3733 6520942.495
52227;09:10:29;845329.0616 6519482.539;843794.9652 6519981.809
52229;09:10:29;847568.2683 6519292.71;843829.7864 6520323.787
52231;09:10:29;846172.1813 6519503.676;845787.3239 6521204.074
52232;09:10:30;847581.0888 6519515.271;843219.1339 6520432.897
52234;09:10:30;847153.5463 6520827.911;843143.8085 6519886.858
52236;09:10:30;846925.6395 6519507.901;845726.7929 6520381.74
52257;09:10:33;843782.6886 6520704.66;844153.3587 6519458.473
52258;09:10:33;844514.4316 6520166.446;845153.8736 6520913.895
52259;09:10:33;843250.6926 6522010.464;844197.9478 6519479.962
52263;09:10:34;843363.0719 6521096.954;845285.1619 6521664.259
52275;09:10:36;846476.4793 6521380.45;847015.6088 6520388.049
52278;09:10:36;845645.0623 6519627.934;846185.1403 6522587.131
52279;09:10:36;844522.7356 6519937.857;848407.6619 6519855.04
52280;09:10:37;843224.0798 6519958.459;843983.9968 6519423.911
52286;09:10:37;844310.4449 6520199.645;844288.4838 6519479.205
52287;09:10:37;845107.6174 6520363.731;844780.7372 6520923.693
52290;09:10:37;845219.1805 6519788.745;844546.7907 6522808.183
52292;09:10:38;844670.856 6520685.327;844650.0332 6521631.288
52294;09:10:38;845310.2478 6520605.132;846221.8977 6522440.766
52297;09:10:38;847388.698 6521404.716;846658.0973 6520643.869
52299;09:10:38;846136.8137 6520104.022;846070.3427 6522467.545
52301;09:10:38;843378.6143 6520997.344;843376.1269 6520473.7
52307;09:10:39;844785.1617 6522645.722;846748.2585 6522350.309
52308;09:10:39;848259.1317 6518642.504;844763.6497 6519195.814
52314;09:10:40;847009.3707 6520259.044;846941.2726 6519538.161
52317;09:10:40;847048.3467 6521033.113;847154.1606 6520359.706
52318;09:10:40;845282.7142 6520979.936;844887.4932 6519583.103
52323;09:10:41;846587.4179 6520632.271;845210.9412 6519730.564
52324;09:10:41;844676.6215 6519849.242;843143.8085 6519886.858
52325;09:10:41;844713.6338 6519421.351;846983.251 6519239.79
52327;09:10:41;842984.1953 6520443.842;843343.0594 6521512.829
52329;09:10:42;844923.1771 6519680.662;844721.0665 6521674.965
52331;09:10:42;845149.0715 6519760.047;847155.7553 6521869.92
52333;09:10:42;846830.0385 6519825.971;845755.2921 6520098.378
52338;09:10:42;843193.7506 6519891.115;843600.8063 6522437.141
52343;09:10:43;844698.267 6520246.943;845724.3095 6519635.209
52344;09:10:43;847332.4858 6521598.677;848140.73 6520122.965
52345;09:10:43;848392.1649 6520045.728;844886.0514 6521653.517
52347;09:10:43;846551.4304 6519381.266;844777.4214 6520849.133
52356;09:10:44;845508.6287 6519943.341;847634.4086 6520138.025
52363;09:10:45;843193.7506 6519891.115;846980.6191 6521557.657
52365;09:10:45;845523.1422 6519517.377;843710.6734 6520360.843
52366;09:10:45;846128.2983 6520203.56;843092.349 6520273.077
52374;09:10:47;848332.5766 6519746.001;845932.4228 6520720.039
52381;09:10:47;845885.4921 6520708.829;848401.6486 6520071.507
52386;09:10:49;843428.0247 6519676.641;845372.4425 6521687.432
52389;09:10:49;845644.2553 6519863.248;844176.6574 6520512.849
52390;09:10:49;844832.8959 6522285.618;846272.6244 6519748.881
52398;09:10:50;845238.8396 6520994.449;844816.0408 6521447.457
52399;09:10:50;843577.7794 6521157.621;843656.9246 6519834.17
52402;09:10:51;843788.9858 6520668.151;843317.6397 6519780.692
52404;09:10:51;847624.7208 6520287.766;844704.2644 6519939.482
52406;09:10:51;845184.0533 6521145.513;844597.4112 6521362.528
52412;09:10:52;845924.4375 6522052.746;846854.1505 6520897.384
52416;09:10:53;843998.9139 6522706.025;848212.2093 6518933.879
52425;09:10:54;846536.3644 6520202.436;845765.8437 6519850.584
52427;09:10:54;843504.7849 6520156.077;843080.382 6520973.157
52429;09:10:54;845385.9544 6520957.899;844988.0266 6522725.834
52437;09:10:55;843886.7938 6519990.052;845429.4585 6520331.362
52445;09:10:56;845789.8137 6520592.229;844303.1121 6520313.435
52450;09:10:56;846242.9123 6520091.876;848231.3191 6518786.599
52452;09:10:56;844374.4035 6519765.087;846845.1854 6520265.11
52455;09:10:57;843349.9537 6520128.02;845548.0859 6521808.071
52458;09:10:57;845869.3559 6520658.559;843425.1663 6520701.846
52461;09:10:57;846969.3665 6519364.981;844419.3415 6519714.326
52462;09:10:57;845639.8947 6521520.489;845796.9856 6520012.393
52467;09:10:58;845169.4526 6520247.447;844371.5015 6519794.947
52475;09:11:00;843066.933 6519629.325;848512.9394 6519842.035
52482;09:11:01;844608.9881 6520937.358;843482.9153 6520326.631
52487;09:11:01;846628.1838 6520236.592;847268.9627 6519569.107
52491;09:11:02;845645.0084 6520368.307;844109.5677 6520423.518
52495;09:11:02;843481.0559 6521883.583;843239.3966 6520073.97
52500;09:11:02;847366.1967 6520715.521;845593.6463 6520865.488
52501;09:11:02;845310.2478 6520605.132;846962.6097 6521594.248
52505;09:11:03;846964.7699 6519825.525;845328.5998 6519963.13
52506;09:11:03;843239.3966 6520073.97;844510.0265 6520212.22
52507;09:11:03;845557.0872 6519947.064;843491.806 6519746.995
52508;09:11:04;845117.6277 6521236.612;843571.5575 6519761.08
52509;09:11:04;844415.2706 6519498.02;844913.6511 6521651.194
52512;09:11:04;844151.636 6520684.437;844210.4854 6519781.854
52516;09:11:05;844178.2851 6519616.46;847022.1756 6521541.245
52519;09:11:05;846432.6058 6521915.933;845825.2589 6521210.53
52520;09:11:05;847382.5937 6519771.458;845131.4419 6522083.842
52521;09:11:05;844089.1355 6520585.016;844440.0221 6520950.622
52524;09:11:06;843104.2074 6519697.954;845687.1526 6520970.644
52525;09:11:06;845644.6702 6521395.402;845717.0864 6522001.086
52530;09:11:06;845651.6533 6519969.142;844384.1935 6519765.981
52532;09:11:06;845992.5042 6519621.02;844500.0684 6522264.556
52534;09:11:07;845413.094 6523209.4;844730.8909 6520609.122
52536;09:11:07;844986.349 6520725.213;845927.2995 6519600.043
52537;09:11:07;846916.655 6519539.99;843508.4482 6520797.101
52539;09:11:07;843099.9891 6520212.161;844686.869 6521486.719
52541;09:11:07;846502.0704 6522749.596;844371.8386 6519366.981
52543;09:11:08;847105.4734 6520892.449;843616.2352 6520091.394
52547;09:11:08;843980.7554 6520347.18;843550.001 6519906.08
52549;09:11:08;846059.1478 6520952.83;843632.6492 6522026.189
52560;09:11:09;844108.2486 6519547.945;844744.3821 6520338.489
52562;09:11:09;847318.6298 6520168.709;848331.4174 6520126.295
52563;09:11:09;843687.206 6520101.474;843140.6121 6519909.495
52564;09:11:09;846631.7863 6519584.056;843388.1519 6519921.362
52565;09:11:10;845681.6448 6521988.025;845675.2238 6519508.52
52572;09:11:10;847098.7211 6520369.331;844877.3947 6520926.501
52574;09:11:10;843820.8794 6520367.152;847276.9955 6519320.775
52576;09:11:10;845767.8087 6521829.003;844167.9351 6519229.653
52577;09:11:10;845775.3136 6520793.564;846619.9246 6520094.209
52579;09:11:11;843115.4002 6520651.29;844437.7974 6520020.235
52581;09:11:11;846015.0154 6520357.489;845398.1165 6523282.866
52582;09:11:12;844998.0386 6522828.266;845186.4387 6521631.929
52584;09:11:12;843245.3318 6520074.85;844724.8909 6520609.156
52586;09:11:12;846952.0483 6519514.249;845473.9658 6521175.53
52589;09:11:13;844138.6233 6519318.94;844716.9035 6520667.338
52590;09:11:13;843863.4611 6522530.508;845143.3665 6522269.63
52594;09:11:13;844441.3166 6520035.869;843532.3783 6520006.763
52595;09:11:13;844433.1069 6522261.75;846184.3778 6522412.747
52596;09:11:13;844730.8909 6520609.122;845927.2995 6519600.043
52609;09:11:15;846019.3646 6521620.676;846569.6344 6522718.996
52610;09:11:16;846976.1304 6519525.235;845308.9271 6520857.812
52611;09:11:16;846001.9532 6520514.36;844224.2745 6519484.957
52612;09:11:16;847314.965 6519576.55;846691.196 6519161.709
52613;09:11:16;844245.0542 6519631.174;844690.8835 6522276.712
52614;09:11:16;843527.1313 6521849.284;847979.9919 6518696.111
52616;09:11:16;845988.2823 6520239.437;846297.0852 6522469.157
52617;09:11:16;844605.6791 6519935.324;843805.5554 6520452.586
52626;09:11:17;843269.5999 6519658.219;843902.5142 6520335.347
52630;09:11:18;843482.9153 6520326.631;843491.806 6519746.995
52633;09:11:18;845392.9529 6520854.804;843112.4306 6519885.416
52637;09:11:19;843491.806 6519746.995;843600.8063 6522437.141
52638;09:11:19;844331.6688 6520095.697;844416.4126 6519551.264
52645;09:11:19;848626.1678 6519918.092;843608.387 6520147.393
52651;09:11:20;846832.0699 6519156.191;844914.3555 6520449.14
52652;09:11:20;847803.3499 6519637.171;844649.7872 6519206.557
52657;09:11:21;846131.7664 6520155.877;844500.0684 6522264.556
52658;09:11:21;847215.8031 6522250.153;844641.7328 6519845.087
52660;09:11:22;844435.0683 6520868.368;843941.3852 6520566.797
52661;09:11:22;843341.9059 6520163.837;846538.1634 6522594.202
52686;09:11:25;846261.8379 6519852.39;847560.6556 6520191.188
52687;09:11:25;847554.2712 6519825.255;843428.0247 6519676.641
52688;09:11:25;846647.9467 6521398.67;844474.3213 6519200.033
52689;09:11:25;847214.1777 6522231.717;844545.6199 6521581.249
52692;09:11:25;844506.5558 6520863.852;845649.8669 6521745.924
52694;09:11:25;846601.8409 6520688.589;845548.0859 6521808.071
52696;09:11:26;844445.6587 6520824.935;844736.0287 6521346.913
52708;09:11:28;844670.856 6520685.327;846178.9025 6519718.238
52709;09:11:28;843972.512 6520400.306;843158.0063 6519758.082
52710;09:11:28;844564.7326 6522616.979;846276.3808 6521701.893
52722;09:11:28;843481.8564 6519806.746;846166.0548 6522557.511
52730;09:11:29;846705.6858 6519596.388;844772.8111 6520791.292
52742;09:11:32;844719.5706 6520006.101;843568.7602 6520844.056
52743;09:11:32;846666.8348 6519813.952;846023.4822 6520197.732
52747;09:11:32;845556.2592 6519953.007;846507.2666 6519505.003
52749;09:11:32;846167.9194 6519372.497;845521.1384 6519743.691
52755;09:11:33;843264.6191 6519895.09;844723.0419 6520642.157
52757;09:11:33;847361.6978 6520738.487;847405.1424 6522371.882
52763;09:11:34;848552.6507 6520020.992;845474.5211 6522397.444
52766;09:11:35;845824.8242 6520672.882;845391.9498 6520958.132
52774;09:11:35;845063.3873 6521516.628;843452.578 6519994.9
52777;09:11:35;843320.2665 6520300.613;843410.1347 6519795.473
52780;09:11:36;844404.9565 6520501.973;845169.7755 6520267.707
52781;09:11:36;844787.2695 6520696.288;844210.4854 6519781.854
52786;09:11:37;843675.3271 6520575.512;847666.7776 6519335.069
52790;09:11:37;843955.3738 6520478.769;843056.8928 6520326.68
52792;09:11:37;845278.9404 6521467.497;846070.3427 6522467.545
52795;09:11:37;844410.2719 6519533.262;846569.4155 6519913.337
52801;09:11:38;846131.7664 6520155.877;843656.9246 6519834.17
52803;09:11:38;845452.5473 6520761.304;846341.9163 6522654.685
52804;09:11:38;847586.678 6519517.453;844572.1268 6522086.862
52806;09:11:38;845545.084 6523190.022;843550.001 6519906.08
52807;09:11:38;843575.5289 6522329.957;845210.9412 6519730.564
52808;09:11:38;843410.1347 6519795.473;844239.3707 6522405.016
52812;09:11:39;846313.1397 6521829.284;844436.9733 6519502.272
52814;09:11:39;846120.9922 6520314.469;848189.5666 6518647.848
52816;09:11:39;845623.641 6521434.17;846221.8977 6522440.766
52820;09:11:40;843458.6418 6520486.044;844115.657 6519318.037
52821;09:11:40;844482.8821 6520647.797;845742.6672 6520693.249
52827;09:11:40;843352.0847 6520635.71;847016.961 6522245.198
52833;09:11:41;844334.1917 6520028.905;843414.1561 6521737.975
52835;09:11:41;845232.8972 6519900.207;844800.9646 6520371.542
52839;09:11:41;844022.7772 6520080.46;843504.7849 6520156.077
52851;09:11:42;843786.8445 6520593.676;847337.681 6520864.545
52858;09:11:43;844678.8086 6520607.264;844714.6087 6519789.348
52865;09:11:44;844771.7963 6519425.12;844030.6101 6519211.229
52873;09:11:45;845988.2823 6520239.437;844898.3097 6520803.334
52875;09:11:45;846004.4684 6521029.286;845990.1317 6520455.76
52876;09:11:45;847052.24 6519902.641;847931.7553 6519268.913
52880;09:11:46;844197.9091 6520770.014;844697.3757 6519207.735
52886;09:11:47;845187.0053 6519785.008;844165.9051 6519448.436
52888;09:11:47;844308.2154 6520276.08;846561.4037 6519647.37
52891;09:11:48;843955.3738 6520478.769;845938.8614 6519636.975
52892;09:11:48;847527.5536 6520985.745;846507.2666 6519505.003
52898;09:11:48;847280.6141 6519387.995;843954.8539 6519606.496
52900;09:11:48;846935.8254 6521396.951;847925.2308 6520537.036
52910;09:11:49;843893.0744 6519914.481;844203.8944 6519480.761
52912;09:11:49;844771.7963 6519425.12;846923.2174 6520412.363
52913;09:11:50;846959.207 6520665.515;845675.2238 6519508.52
52915;09:11:50;845539.4639 6523178.975;847959.5623 6518776.144
52916;09:11:50;844808.9607 6520697.089;846395.0338 6523094.104
52918;09:11:50;846017.7294 6519426.685;843410.1347 6519795.473
52919;09:11:50;844371.8386 6519366.981;844686.7844 6520428.952
52920;09:11:50;845752.1454 6521785.165;845786.9721 6522461.515
52921;09:11:50;845183.0868 6521293.814;843675.3271 6520575.512
52925;09:11:51;846111.7681 6520620.349;843491.806 6519746.995
52927;09:11:51;847663.6912 6519269.456;844303.1121 6520313.435
52934;09:11:51;845206.1388 6520898.145;843670.9361 6520609.058
52938;09:11:52;843606.6693 6522438.415;845387.077 6521332.317
52942;09:11:52;846706.9557 6520973.842;847145.0412 6520663.94
52945;09:11:53;845738.9392 6521408.427;846141.6078 6521042.145
52947;09:11:54;844714.6087 6519789.348;847137.2455 6521928.978
52948;09:11:54;845692.5013 6520876.351;844909.329 6521682.028
52955;09:11:55;844922.8957 6519758.413;847612.6735 6520000.265
52957;09:11:55;843377.4396 6519983.146;844075.9404 6519917.594
52971;09:11:57;845623.641 6521434.17;845969.6034 6522576.87
52973;09:11:57;845932.4228 6520720.039;845637.9859 6521502.67
52980;09:11:59;845059.889 6521285.348;848167.7777 6518777.289
52981;09:11:59;845726.7929 6520381.74;843966.0061 6520478.982
52982;09:11:59;846631.7863 6519584.056;845989.603 6522546.721
52986;09:11:59;844832.8959 6522285.618;846136.8137 6520104.022
52989;09:11:59;844519.7932 6522380.427;844714.6306 6519604.635
52990;09:11:59;843412.4452 6522210.029;843111.8668 6519862.964
52993;09:11:59;846276.3808 6521701.893;845588.2999 6521383.538
52994;09:11:59;845103.3987 6519950.407;844400.8481 6519259.616
53002;09:12:00;845308.9271 6520857.812;845824.1709 6519620.919
