idstation;nom;adresse1;adresse2;commune;numdansarrondissement;nbbornettes;stationbonus;pole;ouverte;achevement;validite;gid;code_insee;lon;lat
8058;Longefer / Krüger;Face 10, Rue Président Krüger;;Lyon 8e Arrondissement;58;16;;Maillage;True;Monté;Validé;380;69388;4,878117422458279;45,73867144035856
4008;Clos Savaron;Face 19, Rue Clos Savaron;;Lyon 4e Arrondissement;;20;;Logements;True;Monté;Validé;298;69384;4,8255591851847734;45,782636257496925
10092;Montgolfier / Château Gaillard;135, Rue Château Gaillard;;Villeurbanne;92;17;;Maillage;True;Monté;Validé;378;69266;4,890374213837775;45,771554326744756
11005;Caluire - Passerelle de la Paix;Quai Charles Sénard;Face à la Rue de la Gravière;Caluire-et-Cuire;;25;;Passerelle;True;Monté;Validé;369;69034;4,853054333399219;45,78795164030834
3089;Trarieux / Lacassagne;Face 221, Avenue Lacassagne;;Lyon 3e Arrondissement;89;24;;Ecole d'infirmière;True;Monté;Validé;313;69383;4,88904203550089;45,74530080833162
3050;Friche RVI;Face 1, Rue Félix Rollet;;Lyon 3e Arrondissement;50;20;;;True;Monté;Validé;316;69383;4,8759239595508275;45,748320705141076
9052;Balmont;Face 368, Boulevard de Balmont;;Lyon 9e Arrondissement;52;12;;Commerces - Logements;True;Monté;Validé;381;69389;4,7991603409726284;45,789315187601794
7064;CROUS;96, Rue Chevreul;;Lyon 7e Arrondissement;64;17;;Ecole de Condé - Logements;True;Monté;Validé;387;69387;4,8477802774631025;45,745430515298224
7018;Lycée Louise Labé;1, Rue Crépet;Angle Boulevard Yves Farge;Lyon 7e Arrondissement;18;20;;Lycée professionnel Louise Labé;True;Monté;Validé;391;69387;4,832059370425174;45,740280652668275
7052;Parc Blandan;37, Rue de l'Epargne;Entrée Parc Blandan;Lyon 7e Arrondissement;25;25;;Parc Sergent Blandan;True;Monté;Validé;401;69387;4,8511961077823775;45,7459637289024
3043;Place Rouget de L'Isle;Face 35, Avenue Lacassagne;;Lyon 3e Arrondissement;43;16;;Maillage;True;Monté;Validé;322;69383;4,867353294625919;45,753963192984465
5044;Champvert;67, Rue Docteur Edmond Locard;;Lyon 5e Arrondissement;44;15;;Stade Edmond Locard - Logements;True;Monté;Validé;402;69385;4,798407614953548;45,76007857703129
3080;Part-Dieu / Villette;44, Rue de la Villette;;Lyon 3e Arrondissement;80;30;;Gare Part-Dieu;True;Monté;Validé;328;69383;4,86167388058994;45,76005505783218
5002;Place des Compagnons de la chanson;Place des Compagnons de la chanson;Angle Rue des Aqueducs;Lyon 5e Arrondissement;2;18;;Coeur quartier - Marché;True;Monté;Validé;330;69385;4,796612178889426;45,75652733689576
7008;Jean Jaurès / Guillotière;17, Avenue Jean Jaurès;Angle Grande Rue de la Guillotière;Lyon 7e Arrondissement;8;10;;Maillage;True;Monté;Validé;390;69387;4,846320618224095;45,75258090023228
3013;Place Antoinette;Place Antoinette;Angle Cours Richard Vitton;Lyon 3e Arrondissement;13;21;;Coeur de quartier - Commerces;True;Monté;Validé;337;69383;4,889242318443289;45,75365325559824
3102;Docteur Long / Caille;Face 1, Rue de la Caille;;Lyon 3e Arrondissement;102;16;;Maillage;True;Monté;Validé;407;69383;4,894267471712091;45,75253942950864
9004;Gare de Vaise;Face 14, Rue du 24 Mars 1852;;Lyon 9e Arrondissement;4;22;;Gare SNCF - Métro D;True;Monté;Validé;411;69389;4,8046653309593905;45,77978198394285
8055;Saint-Romain / Berliet;55, Rue Marius Berliet;Angle Rue Saint Romain;Lyon 8e Arrondissement;;20;; ;True;Monté;Validé;392;69388;4,860372089467236;45,7422568774536
8003;Claude Bernard Lyon I;11, Rue Guillaume Paradin;;Lyon 8e Arrondissement;3;16;;Faculté de médecine - Métro D;True;Monté;Validé;420;69388;4,886880308711535;45,73814005604696
2023;Perrache / Petit;19, Quai Perrache;;Lyon 2e Arrondissement;;18;;Commerces - Logements;True;Monté;Validé;293;69382;4,826775185879977;45,74451404988682
3018;Créqui / Voltaire;235, Rue de Créqui;Angle Rue Paul Bert;Lyon 3e Arrondissement;18;30;;Coeur de quartier;True;Monté;Validé;302;69383;4,848403485755717;45,756698344192564
10115;Place d'Espagne / Stade Krüger;137, Avenue Paul Krüger;;Villeurbanne;115;22;;Stade;True;Monté;Validé;399;69266;4,9052920801326065;45,754167771684585
3070;Rebatel / Saint-Maximin;62, Rue Saint Maximin;;Lyon 3e Arrondissement;;30;;;True;Monté;En projet ou en cours de validation;332;69383;4,872269871107927;45,74781943348857
10047;L'Herminier / Pressensé;2, Avenue du Commandant L'Herminier;Angle Rue Francis de Pressensé;Villeurbanne;47;15;;Itinéraires cyclables;True;Monté;Validé;396;69266;4,885023598465899;45,7711232449614
10084;Doua / Avenue des Arts;2, Avenue des Arts;;Villeurbanne;84;30;;Campus de la Doua;True;Monté;Validé;408;69266;4,8712494989676305;45,78349977959382
10103;Doua / Rue des sports;7, Rue des Sports;;Villeurbanne;103;30;;Campus de la Doua - INSA - Tennis stade piscine;True;Monté;Validé;393;69266;4,87748318756889;45,784525320436266
10072;Jacques Brel;Face 4, Rue Jacques Brel;;Villeurbanne;64;23;;Tram T1 - Habitat dense - Quartier du Tonkin;True;Monté;Validé;3;69266;4,864291347855821;45,7742206902626
3079;Place Louise;4, Place Louise;;Lyon 3e Arrondissement;79;16;;Coeur de quartier - Parc Georges Bazin - Maillage;True;Monté;Validé;338;69383;4,884820463650072;45,751205250899304
3024;Rockefeller / Esquirol;35, Avenue Rockefeller;;Lyon 3e Arrondissement;24;19;;Tram T2 - Ecole d'infirmière - Itinéraire cyclable - Hôpital Natécia;True;Monté;Validé;340;69383;4,88554082427912;45,74133371861783
4023;Pont Masaryk;Face 45, Quai Joseph Gillet;Angle Pont Masarik;Lyon 4e Arrondissement;23;22;;Logements;True;Monté;Validé;342;69384;4,81063175762027;45,77827801299792
6044;Charmettes / Bellecombe;Face 26, Rue de la Viabert;;Lyon 6e Arrondissement;44;16;;CIL Bellecombe - Hôpital des Charmettes - Eglise;True;Monté;Validé;194;69386;4,865054902670438;45,766370352854764
4025;Chazière;25, Rue Chazière;;Lyon 4e Arrondissement;25;20;;Parc Cerisaie - Habitations;True;Monté;Validé;351;69384;4,817889929552505;45,775422466915806
8057;Vienne / Montagny;186, Route de Vienne;;Lyon 8e Arrondissement;57;20;;Maillage;True;Monté;Validé;403;69388;4,85340997500186;45,73248197825823
1023;Croix Rousse / Perfetti;Face 23, Boulevard de la Croix Rousse;;Lyon 1er Arrondissement;23;20;;Complexe sportif Duplat Généty;True;Monté;Validé;326;69381;4,819460862010004;45,77225384154785
2003;Place Ampère;18, Rue Bourgelat;Angle Rue Henri IV;Lyon 2e Arrondissement;3;10;;Métro A - Coeur quartier - Commerces;True;Monté;Validé;320;69382;4,828245539539379;45,75304453298495
2011;Sala / Rue du Plat;25 Rue du Plat;;Lyon 2e Arrondissement;11;14;;Université catholique de Lyon - Collège;True;Monté;Validé;339;69382;4,828385917865436;45,756786870058654
2037;Place des Archives;Face 18, Rue Dugas Montbel;Angle Place des Archives;Lyon 2e Arrondissement;37;40;;Gare SNCF - Tram T1, T2;True;Monté;Validé;291;69382;4,824861728009316;45,74796914110758
6023;Quai Sarrail;Face 4, Quai Général Sarrail;;Lyon 6e Arrondissement;23;14;;Parc du Rhône;True;Monté;Validé;417;69386;4,841080827117831;45,766850569378214
6016;Viabert / Thiers;161, Avenue Thiers;Angle Rue de la Viabert;Lyon 6e Arrondissement;16;16;;Tram T1 - Itinéraire cyclable - Gymnase;True;Monté;Validé;292;69386;4,862092278200749;45,76598798339972
7012;Mérieux / Pavillons;246, Rue Marcel Mérieux;;Lyon 7e Arrondissement;12;16;;ENS Sciences - Coeur quartier;True;Monté;Validé;377;69387;4,830143479384694;45,72908488363722
7033;Saint-Luc / Saint-Joseph;Face 22, Quai Claude Bernard;;Lyon 7e Arrondissement;33;33;;Tram T2, Hôpital;True;Monté;Validé;219;69387;4,834793243012428;45,749421035230085
6007;Masséna;47, Rue Tête d'Or;Angle Cours Vitton;Lyon 6e Arrondissement;7;27;;Métro A;True;Monté;Validé;344;69386;4,852372782856001;45,76966013221694
7002;Universités Lyon III / Lyon II;Face 18/16, Quai Claude Bernard;;Lyon 7e Arrondissement;2;39;;Université Lyon II et Lyon III;True;Monté;Validé;38;69387;4,836143507784544;45,75110089580277
10056;11 Novembre / Gaston Berger;Face 110, Avenue du 11 novembre 1918;Angle Avenue Gaston Berger;Villeurbanne;56;35;;Campus de la Doua - Resto U - Logements étudiants - Itinéraire cyclable;True;Monté;Validé;424;69266;4,871496463189616;45,779063986341576
6043;Cité Internationale - Cinéma;80, Quai Charles de Gaulle;;Lyon 6e Arrondissement;43;32;;Cité Internationale - Cinémas - Parc de la Tête d'Or;True;Monté;Validé;90;69386;4,851929513645389;45,784710680323315
6036;Musée d'Art Contemporain;83, Quai Charles de Gaulle;Côté Allée Alchille Lignon;Lyon 6e Arrondissement;36;23;;Cité internationale - Parc de la Tête d'Or;True;Monté;Validé;430;69386;4,852140403416399;45,78388161430034
7034;Piscine du Rhône;Face 8, Quai Claude Bernard;;Lyon 7e Arrondissement;34;31;;Piscine du Rhône;True;Monté;Validé;280;69387;4,838220972403206;45,75361070537691
6017;Lafayette / Inkermann;85, Rue d'Inkermann;;Lyon 6e Arrondissement;;30;;Centre ville;True;Monté;Validé;95;69386;4,865913254455727;45,76393602444904
3017;Saxe / Dunoir;5, Rue Dunoir;;Lyon 3e Arrondissement;;37;;Centre ville;True;Monté;Validé;358;69383;4,845193598695001;45,760921390657224
4026;Birmingham;Avenue de Birmingham;Tunnel Mode doux de la Croix-Rousse Ouest;Lyon 4e Arrondissement;26;20;;;True;Monté;Validé;359;69384;4,8134162571604;45,77463110981901
2018;Hôtel Dieu / Pont de la Guillotière;Face 28, Quai Jules Courmont;;Lyon 2e Arrondissement;18;50;;Hôtel Dieu - Commerces - Pont de la Guillotière;True;Monté;Validé;360;69382;4,83706237202871;45,75741752550352
1037;Chazette Lassagne;Quai André Lasagne;Entrée Est du Tube Mode Doux;Lyon 1er Arrondissement;;20;;Tube mode doux;True;Monté;Validé;365;69381;4,837269544068437;45,772926620631885
5007;Place de Trion;Place de Trion;Angle rue des Fossés de Trion;Lyon 5e Arrondissement;7;16;;Place de Trion - St Just - Commerces;True;Monté;Validé;366;69385;4,813134952810746;45,75790630892378
9006;Théâtre Nouvelle Génération;Face 2, Rue Tissot;Angle Rue de Bourgogne;Lyon 9e Arrondissement;6;16;;Maillage - Théâtre;True;Monté;Validé;225;69389;4,803311744565665;45,777295537389335
10027;Mairie de Villeurbanne;3, Avenue Aristide Briand;En face de l'entrée de la mairie;Villeurbanne;27;26;;Mairie de Villeurbanne - TNP - Itinéraire cyclable;True;Monté;Validé;333;69266;4,880115119435788;45,766833142114685
10012;Zola / France;230, Cours Emile Zola;Angle Rue de France;Villeurbanne;12;16;;IUT - Maison des sports - Maison de l'image - Centre culturel;True;Monté;Validé;197;69266;4,887138393532365;45,76806160405784
2008;Place Antonin Poncet;1, Place Antonin Poncet;;Lyon 2e Arrondissement;8;40;;Métro A, D - Poste centrale - Commerces - Centre ville;True;Monté;Validé;368;69382;4,833927396653385;45,7567623213206
3086;Feuillat / Lacassagne;Face115, Avenue Lacassagne;Angle Rue Feuillat;Lyon 3e Arrondissement;86;16;;Maillage - Stade;True;Monté;Validé;371;69383;4,875933402968507;45,74956270681449
7020;Parc de Gerland;24, Allée Pierre de Coubertin;;Lyon 7e Arrondissement;20;26;;Parc de Gerland - Palais des Sports;True;Monté;Validé;160;69387;4,826821430588419;45,724348355140485
2004;Perrache / Carnot;Face 16, Place Carnot;Coté Sud/Est de la place;Lyon 2e Arrondissement;4;18;;Gare routière - Gare SNCF- Métro A - Commerces;True;Monté;Validé;388;69382;4,828051501355156;45,75009964334345
6005;Place Edgar Quinet;6, Place Edgar Quinet;;Lyon 6e Arrondissement;5;20;;Coeur quartier - Lycée;True;Monté;Validé;149;69386;4,844731892850445;45,76576559248031
11002;Caluire - Saint-Clair;Face 48, cours Aristide Briand;;Caluire-et-Cuire;2;20;;Commerces - Centre de quartier;True;Monté;Validé;112;69034;4,847842122293557;45,78547076445852
3094;Villette;74, Rue de la Villette;;Lyon 3e Arrondissement;94;38;;Etablissements publics - Bureaux;True;Monté;Validé;376;69383;4,8614973648418855;45,757787880503
7004;Mairie du 7ème;Place Jean Macé;Angle Rue Jaboulay;Lyon 7e Arrondissement;4;30;;Métro B - Tram T2 - Gare SNCF - Coeur quartier - Mairie;True;Monté;Validé;167;69387;4,842341258091612;45,74656017304797
1013;Martinière;46, Quai Saint Vincent;Angle Rue de la Martinière;Lyon 1er Arrondissement;13;11;;Maillage ;True;Monté;Validé;382;69381;4,827621704471155;45,76821831660954
3031;Corneille / Servient;126, Rue Pierre Corneille;Angle Rue Servient;Lyon 3e Arrondissement;31;13;;Tram T1;True;Monté;Validé;379;69383;4,844489675489049;45,759980959086576
2016;Place Regaud;2, Place Francisque Regaud;;Lyon 2e Arrondissement;16;12;;Maillage - Commerces - Centre ville;True;Monté;Validé;362;69382;4,834286688347047;45,763076929584365
3090;Vinatier;95, Boulevard Pinel;;Lyon 3e Arrondissement;90;20;;Hôpital le Vinatier;True;Monté;Validé;364;69383;4,8939591141013725;45,74191154912509
7013;Halle Tony Garnier;8, Avenue Tony Garnier;Angle Rue Pierre Riboulet;Lyon 7e Arrondissement;13;20;;Halle Tony Garnier - Entreprises;True;Monté;Validé;244;69387;4,823740406765396;45,7308422388848
20001;Oullins - Gare;Avenue du Rhône;Esplanade de la gare routière;Oullins;;40;;Gare d'Oullins;True;Monté;Validé;29;69149;4,814061491419509;45,71697593764375
21001;La Mulatière - Aquarium;Rue Stéphane Déchant;Parking face à l'Aquarium;La Mulatière;;24;;Aquarium;True;Monté;Validé;10;69142;4,814635476619837;45,7273693332942
10031;Croix Luizet;Face 158, Avenue Roger Salengro;;Villeurbanne;31;22;;Centre quartier;True;Monté;Validé;15;69266;4,883497016736273;45,78064416330815
26001;St Didier;113, Rue de Saint-Cyr;;Saint-Didier-au-Mont-d'Or;;17;; ;True;Monté;Validé;8;69194;4,808534635343921;45,79157367507502
16004;Vénissieux - Parilly;Place Jules Grandclément;;Vénissieux;;25;;Parc de Parilly - Métro D;True;Monté;Validé;51;69259;4,888535366263417;45,71971196477412
28002;Fontaines S/S - Gambetta;Place des Rendez vous;Face Rue Jules Ferry;Fontaines-sur-Saône;;20;;;True;Monté;Validé;53;69088;4,845700000188561;45,83540599978868
10039;Bouvier;Face 2, Rue du Professeur Emile Bouvier;Angle rue du 8 Mai 1945;Villeurbanne;39;16;;Coeur quartier;True;Monté;Validé;55;69266;4,89158095142912;45,77946431214808
10120;Salengro / Descartes;39, Avenue Roger Salengro;;Villeurbanne;120;15;;Maillage;True;Monté;Validé;70;69266;4,871637165235601;45,776246381101856
10117;La Perralière;166, Rue du 4 Août 1789;;Villeurbanne;117;22;;Centre de quartier - Commerces;True;Monté;Validé;63;69266;4,89235938590328;45,76456133242553
10016;Place de la Paix;Face 10, Place de la Paix;;Villeurbanne;16;17;;Maillage - Espace public - Centre quartier;True;Monté;Validé;73;69266;4,914669324044022;45,752073566601524
10046;Charmettes / Zola;25, Rue des Charmettes;Angle cours Emile Zola;Villeurbanne;46;23;;Maillage - Arrêt C3;True;Monté;Validé;50;69266;4,8673463095210945;45,770687044775286
10059;Anatole France / Zola;Face 145, Rue Anatole France;Angle Zola / France / L'Herminier;Villeurbanne;59;13;;Stade de la Viabert - Centre commercial - Itnéraire cyclable;True;Monté;Validé;65;69266;4,884292078824015;45,76884214158678
16002;Vénissieux - Levy / Vienne;1, Avenue du Docteur Georges Lévy;;Vénissieux;;18;;Centre nautique;True;Monté;Validé;77;69259;4,854801576235106;45,719398805835986
10024;Maisons Neuves;34-36, Place des Maisons Neuves;;Villeurbanne;24;23;;Centre quartier - Itinéraire cyclable;True;Monté;Validé;108;69266;4,877413647677223;45,75596706557341
10006;Charpennes;3, Place Charles Hernu; ;Villeurbanne;6;46;;Métro A, B - Tram T2 - Centre quartier - Itinéraire cyclable;True;Monté;Validé;83;69266;4,863151719936048;45,77022502886978
17002;St Fons - 4 chemins;Place des Quatre Chemins;Face 47, Rue Charles Plasse;Saint-Fons;;11;;Centre ville;True;Monté;Validé;89;69199;4,854861077558531;45,70844372904966
34001;Neuville - Quai Pasteur;6, Quai Pasteur;Angle Place Ampère;Neuville-sur-Saône;;20;;Centre ville;True;Monté;Validé;138;69143;4,8386237264876;45,87660899132925
8051;Hôpital Saint-Jean de Dieu;313, Route de Vienne;;Vénissieux;51;20;;Hôpital Saint Jean de Dieu - logements colllectifs;True;Monté;Validé;132;69259;4,854176443415111;45,72414205393608
10004;Tonkin;2, Avenue Salvador Allende;Angle Promenade du Lys Orangé;Villeurbanne;4;10;;Centre quartier - Médiathèque - Collège du Tonkin;True;Monté;Validé;140;69266;4,862620625520225;45,776229075533955
10038;Condorcet;Face 74, Boulevard du 11 Novembre 1918;;Villeurbanne;38;23;;Tram T1 - Campus de la Doua - Itinéraire cyclable;True;Monté;Validé;141;69266;4,866862900995372;45,77903057466618
10102;Doua / Gaston Berger;24, Avenue Gaston Berger;;Villeurbanne;102;30;;Campus de la Doua - Tram T1 - Itinéraires cyclables;True;Monté;Validé;147;69266;4,871207714608578;45,78098478165094
10015;Poudrette / Musset;112, Rue de la Poudrette;;Villeurbanne;;18;;;True;Monté;Validé;185;69266;4,921141711792207;45,757882954088885
10061;République;103, Cours Emile Zola ; ;Villeurbanne;61;17;;Métro A;True;Monté;Validé;186;69266;4,8726157733046405;45,77084230811873
10075;Gabriel Péri;37, Rue Gabriel Péri;Angle Cours André Philip;Villeurbanne;75;12;;Hôpital;True;Monté;Validé;189;69266;4,865760645813551;45,772303350496884
12005;Vaulx - Village;7, Place Gilbert Boissier;;Vaulx-en-Velin;;20;;Commerces - Centre village;True;Monté;Validé;181;69256;4,926872984219631;45,78626834360841
10114;Bel Air / Les Brosses;Face 6, Avenue de Bel Air;;Villeurbanne;114;20;;Tram T3 - Piste cyclable;True;Monté;Validé;236;69266;4,9107987932571575;45,757914350722814
22001;Ste Foy - Place St Luc;Place Saint-Luc;Angle Boulevard des Provinces;Sainte-Foy-lès-Lyon;;15;;Commerces;True;Monté;Validé;220;69202;4,800896024092041;45,74956540522228
10089;Colin / Perroncel;22, Rue Colin;;Villeurbanne;89;15;;Commerces - Itinéraire Cyclable;True;Monté;Validé;201;69266;4,8740523266943345;45,77449846469076
12001;Vaulx - La Soie;49, Rue de la Poudrette;;Vaulx-en-Velin;1;25;;Pôle multimodal de la Soie - Tram T3 / Métro A;True;Monté;Validé;217;69256;4,9206039456886055;45,7608131947003
10088;4 août 1789 / Pressensé;241, Rue du 4 Août 1789;Angle Cours Emile Zola;Villeurbanne;88;19;;Maillage;True;Monté;Validé;249;69266;4,898610485416707;45,76607553015395
10091;Château Gaillard / Fort;28, Rue Louis Fort;;Villeurbanne;91;16;;Maillage;True;Monté;Validé;265;69266;4,887971317287408;45,77474953644127
32001;Couzon - Centre;Quai Jean Lavergne;Face Place de la Libération;Couzon-au-Mont-d'Or;;17;;Centre de Couzon au Mont d'Or;True;Monté;Validé;268;69068;4,83241213375528;45,845997686774574
10060;Saint Exupéry;33, Avenue Antoine de Saint-Exupéry;Face Rue Raymond Terracher;Villeurbanne;60;15;;Commerces - Marché - Centre de quartier;True;Monté;Validé;144;69266;4,878749576462601;45,75885897106522
20002;Oullins - Mairie;4, Rue Etienne Dolet;;Oullins;;18;;Mairie;True;Monté;Validé;301;69149;4,806544334111354;45,7140014190428
10019;4 Août / Racine;37, Rue du 4 Août 1789;;Villeurbanne;;30;; ;True;Monté;Validé;311;69266;4,87792062630033;45,76448293919055
10074;Zola / Passage Rey;141, Cours Emile Zola;Angle Passage Rey;Villeurbanne;74;19;;Salle de gym des Gratte-Ciel - Centre-ville;True;Monté;Validé;306;69266;4,876690417532801;45,770097843283175
30002;Rillieux - Loup Pendu;196, Avenue de l'Hippodrome;Face Avenue du Loup Pendu;Rillieux-la-Pape;;18;;Piscine Origami;True;Monté;Validé;308;69286;4,887043450817669;45,81597011088588
14004;Bron - Mairie;5, Rue de Verdun;;Bron;;23;;Mairie Bron;True;Monté;Validé;304;69029;4,908720681867942;45,733945529647485
10071;Lycée Marie Curie;33, Boulevard Eugène Réguillon;;Villeurbanne;71;15;;Lycée - Quartier dense;True;Monté;Validé;324;69266;4,895690219961361;45,761527969892924
10044;Rocard Octavie;16, Rue Michel Rocard;;Villeurbanne;;25;;;True;Monté;Validé;346;69266;4,889570179907409;45,7809196995896
10002;INSA;Face 5, Avenue Albert Einstein;;Villeurbanne;2;55;;Campus de la Doua - INSA - Tram T2;True;Monté;Validé;352;69266;4,876955025005409;45,78221650547041
10080;Vaillant / Perroncel;45, Rue Edouard Vaillant;Angle Rue Alexis Perroncel;Villeurbanne;80;17;;Maillage - Itinéraire cyclable;True;Monté;Validé;317;69266;4,880263091257814;45,775398810298675
14001;Bron - Centre Nautique;22, Rue de la Marne;Angle Place Gaillard Romanet;Bron;;13;;Centre Nautique de Bron - Stade Pierre Duboeuf - MJC Louis Aragon;True;Monté;Validé;343;69029;4,908621338411987;45,7429248383715
17003;St Fons - Théâtre;59, Rue Carnot;;Saint-Fons;;18;;Théatre - nouveau quartier;True;Monté;Validé;350;69199;4,861775604138334;45,70808559718986
10086;Anatole France;Face 192, Rue Anatole France;Angle Rue Francis de Pressensé;Villeurbanne;86;10;;Maillage - Itinéraire cyclable;True;Monté;Validé;370;69266;4,889631350176211;45,76982948961712
18001;Pierre Bénite - Europe;22, Rue Voltaire;;Pierre-Bénite;;15;;Centre ville;True;Monté;Validé;383;69152;4,8212003761276785;45,703255857118755
34002;Neuville - Stade;Face au 27, Route de Lyon;;Neuville-sur-Saône;;15;;Stade;True;Monté;Validé;385;69143;4,839598537318636;45,87087624618698
10112;Place de la Reconnaissance;109, Route de Genas;Angle Rue Antonin Perrin;Villeurbanne;112;32;;Tran T3 - MJC - Espace public - Maillage;True;Monté;Validé;363;69266;4,88526932867135;45,7544406099066
15001;St Priest - Parc Technologique;312, Cours du 3ème Millénaire;;Saint-Priest;;20;;Parc technologique - Tram T2;True;Monté;Validé;386;69290;4,931014315670896;45,71441038412167
14005;Bron - Université;5, Avenue Pierre Mendès France;;Bron;;30;;Université Louis Lumière Lyon 2;True;Monté;Validé;389;69029;4,915208499990977;45,72266073152352
10083;Château Gaillard / Bienvenus;Face 31, Rue des Bienvenus;;Villeurbanne;83;15;;;True;Monté;Validé;415;69266;4,884244285772838;45,7778649152709
14003;Bron - Place Curial;70, Avenue Maréchal de Lattre de Tassigny;Contre Allée François Mitterrand;Bron;;25;;Tram T5;True;Monté;Validé;397;69029;4,91710048563201;45,736674424258965
11004;Caluire - Branly / Pasteur;75, Rue Pasteur;;Caluire-et-Cuire;;15;;Quartier Montessuy;True;Monté;Validé;405;69034;4,843331316106841;45,79158966144588
10013;Cusset;Face 15, Rue Pierre Baratin;;Villeurbanne;13;20;;Métro A;True;Monté;Validé;412;69266;4,901015274530836;45,764945643892666
15002;St Priest - Cité Berliet;Place Steven Spielberg;Angle 8ème Rue Cité Berliet;Saint-Priest;;20;;Cité Berliet;True;Monté;Validé;419;69290;4,900984850609104;45,70598197250517
12002;Vaulx - Poudrette / La Soie;Face 2, Rue de la Poudrette;Angle Avenue de Böhlen;Vaulx-en-Velin;70;20;;Centre commercial Carré de Soie;True;Monté;Validé;429;69256;4,919275785947365;45,76440031307614
12003;Vaulx - Bibliothèque;Rue Joseph Blein;Devant la bibliothèque;Vaulx-en-Velin;;15;;Bibliothèque - centre social et culturel;True;Monté;Validé;431;69256;4,92732161126566;45,75706976008222
10058;Métro Flachet;276, Cours Emile Zola;;Villeurbanne;58;22;;Métro A;True;Monté;Validé;423;69266;4,892428641384554;45,76709094508305
10025;Totem;40, Cours Tolstoï;;Villeurbanne;25;16;;Centre Quartier - Institut d'Art Contemporain;True;Monté;Validé;335;69266;4,87314108788078;45,76364070304086
17001;St Fons - Arsenal;Face au 40, Avenue Jean Jaurès;;Saint-Fons;;27;;Quartier Arsenal;True;Monté;Validé;426;69199;4,855274123133999;45,71234480151196
10122;Verdun / Desgrand;Face 17, Rue de Verdun;;Villeurbanne;122;21;;Maillage;True;Monté;Validé;319;69266;4,89710682743563;45,78399706883832
10010;Baudin / Zola;12, Rue Baudin; ;Villeurbanne;49;16;;Caserne pompiers - Collège;True;Monté;Validé;433;69266;4,905108396862939;45,76505384837068
16001;Vénissieux - Place Romand;Place Ennemond Romand;Angle Rue du Professeur Roux;Vénissieux;;20;;;True;Monté;Validé;93;69259;4,858350997738893;45,72575472713175
25001;St Cyr;5, Route de Lyon;Au rond point;Saint-Cyr-au-Mont-d'Or;;12;;Saint Cyr - Saint Didier;True;Monté;Validé;106;69191;4,819601868755274;45,799791427592815
16003;Vénissieux - Joliot Curie / Sembat;Boulevard Irène Joliot Curie;;Vénissieux;;25;;Centre commercial - Tram T4;True;Monté;Validé;372;69259;4,87823506147984;45,71545295206763
28001;Fontaines S/S - Quai Simon;Quai Jean Baptiste Simon;Angle Place Carnot, Face Pont Général Leclerc;Fontaines-sur-Saône;;20;; ;True;Monté;Validé;110;69088;4,848779232683831;45,83246571834778
10001;IUT / Feyssine;Face 102, Rue de la Technologie;;Villeurbanne;1;30;;Campus de la Doua - IUT- Tram T2;True;Monté;Validé;354;69266;4,882357799897009;45,785647144157814
10014;Laurent Bonnevay / Astroballe;419, Cours Emile Zola;Parc relais TCL Laurent Bonnevay;Villeurbanne;14;28;;Gare routière - Métro A;True;Monté;Validé;243;69266;4,90980198181742;45,765206246824825
10007;Piaton / Condorcet;11, Avenue Piaton;Angle rue Condorcet;Villeurbanne;7;20;;Centre quartier - Itinéraire cyclable;True;Monté;Validé;314;69266;4,867504213135081;45,77421517843546
2027;Perrache Est;48b, Cours Suchet;;Lyon 2e Arrondissement;;20;;Gare SNCF - Tram T1, T2;True;Monté;Validé;384;69382;4,825605393944587;45,74610307359189
3016;Liberté / Part-Dieu;34, Cours de la Liberté;;Lyon 3e Arrondissement;16;18;;Tram T1 - Commerces - Itinéraire cyclable;True;Monté;Validé;394;69383;4,842297616229328;45,75939863388015
2007;Patinoire Charlemagne;100, Cours Charlemagne;;Lyon 2e Arrondissement;7;37;;Patinoire Charlemagnes - Tram T1, T2;True;Monté;Validé;406;69382;4,820471670305504;45,74261150057181
3010;Part-Dieu / Cuirassiers;Face 9, Rue des Cuirassiers;;Lyon 3e Arrondissement;;34;;Centre commercial - Sociétés;True;Monté;Validé;414;69383;4,8562143376377644;45,75898613328861
4041;Boussanges / Austerlitz;25, Rue d'Austerlitz;;Lyon 4e Arrondissement;41;18;;Renforcement 4022 - Commerces;True;Monté;Validé;142;69384;4,835512448007523;45,775045238094535
5001;Place Varillon (Funiculaire St Just);63, Rue de Trion;;Lyon 5e Arrondissement;1;23;;Funiculaire - Habitations - Commerces;True;Monté;Validé;400;69385;4,815090011309527;45,75730032193787
3021;Place de la Ferrandière;51, Avenue Georges Pompidou;Angle Rue Louis Jasseron;Lyon 3e Arrondissement;21;20;;Maillage;True;Monté;Validé;410;69383;4,86934289665943;45,75947339661219
3083;Les Halles;183, Rue André Philip;;Lyon 3e Arrondissement;83;18;;Commerces - Coeur de quartier - Halles de Lyon;True;Monté;Validé;425;69383;4,850481162649521;45,761590925837034
1002;Opéra;Face 18, Rue Joseph Serlin;;Lyon 1er Arrondissement;2;41;;Opéra -  Métro A, C - Mairie centrale;True;Monté;Validé;117;69381;4,8365720721237615;45,76760203502725
1003;Place Sathonay;4, Place Sathonay;;Lyon 1er Arrondissement;3;22;;Pentes;True;Monté;Validé;152;69381;4,830123718701326;45,76929800209085
